source,target
in8,m11
in9,m11
in2,m12
in7,m12
in5,m13
m12,m13
in5,m14
in4,m14
m14,m15
m14,m15
in10,m16
m15,m16
m14,m17
m13,m17
m13,m18
m11,m18
m11,m19
m14,m19
m15,m20
m12,m20
m20,m21
m19,m21
m15,m22
m17,m22
m15,m23
m18,m23
m19,m24
m18,m24
m15,m25
m16,m25
m18,m26
m17,m26
m18,m27
m21,m27
m20,m28
m21,m28
m28,m29
m23,m29
m28,m30
m21,m30
m29,m31
m24,m31
m24,m32
m31,m32
m25,m33
m23,m33
m33,m34
m33,m34
m34,m35
m29,m35
m30,m36
m29,m36
m31,m37
m31,m37
m28,m38
m37,m38
m37,m39
m34,m39
m33,m40
m38,m40
m32,m41
m32,m41
m33,m42
m32,m42
m41,m43
m41,m43
m35,m44
m42,m44
m41,m45
m41,m45
m41,m46
m37,m46
m46,m47
m44,m47
m45,m48
m45,m48
m45,m49
m48,m49
m45,m50
m42,m50
m48,m51
m45,m51
m48,m52
m49,m52
m46,m53
m50,m53
m53,m54
m50,m54
m51,m55
m47,m55
m54,m56
m48,m56
m53,m57
m51,m57
m57,m58
m49,m58
m51,m59
m55,m59
m51,m60
m51,m60
m58,m61
m60,m61
m52,m62
m55,m62
m57,m63
m60,m63
m59,m64
m60,m64
m63,m65
m64,m65
m63,m66
m63,m66
m57,m67
m62,m67
m63,m68
m64,m68
m63,m69
m59,m69
m63,m70
m61,m70
m64,m71
m64,m71
m69,m72
m68,m72
m68,m73
m64,m73
m65,m74
m67,m74
m71,m75
m65,m75
m68,m76
m74,m76
m76,m77
m68,m77
m77,m78
m70,m78
m78,m79
m69,m79
m74,m80
m78,m80
m75,m81
m73,m81
m80,m82
m73,m82
m81,m83
m81,m83
m83,m84
m80,m84
m75,m85
m76,m85
m76,m86
m79,m86
m86,m87
m85,m87
m85,m88
m80,m88
m79,m89
m86,m89
m86,m90
m84,m90
m86,m91
m83,m91
m85,m92
m90,m92
m89,m93
m85,m93
m89,m94
m87,m94
m88,m95
m87,m95
m88,m96
m86,m96
m89,m97
m95,m97
m92,m98
m88,m98
m94,m99
m94,m99
m93,m100
m95,m100
m96,m101
m91,m101
m99,m102
m92,m102
m100,m103
m102,m103
m102,m104
m98,m104
m103,m105
m95,m105
m101,m106
m98,m106
m101,m107
m106,m107
m22,o108
m26,o109
m27,o110
m36,o111
m39,o112
m40,o113
m43,o114
m56,o115
m66,o116
m72,o117
m82,o118
m97,o119
m104,o120
m105,o121
m107,o122
