source,target
in15,m24
in17,m24
m24,m25
in13,m25
in21,m26
in23,m26
m26,m27
in19,m27
m27,m28
m25,m28
in11,m30
in29,m30
in31,m32
m28,m32
m30,m33
m32,m33
m33,o35
in39,m46
in41,m46
m46,m47
in37,m47
in45,m48
in11,m48
m48,m49
in43,m49
m49,m50
m47,m50
in21,m51
in29,m51
in31,m52
m50,m52
m51,m53
m52,m53
m53,o55
in59,m64
in61,m64
m64,m65
in57,m65
in41,m66
in63,m66
m66,m67
in11,m67
m67,m68
m65,m68
in17,m69
in29,m69
in31,m70
m68,m70
m69,m71
m70,m71
m71,o73
in77,m82
in79,m82
m82,m83
in75,m83
in81,m84
in17,m84
m84,m85
in21,m85
m85,m86
m83,m86
in41,m87
in29,m87
in31,m88
m86,m88
m87,m89
m88,m89
m89,o91
in95,m100
in97,m100
m100,m101
in93,m101
in79,m102
in99,m102
m102,m103
in17,m103
m103,m104
m101,m104
in61,m105
in29,m105
in31,m106
m104,m106
m105,m107
m106,m107
m107,o109
in113,m118
in115,m118
m118,m119
in111,m119
in117,m120
in61,m120
m120,m121
in41,m121
m121,m122
m119,m122
in79,m123
in29,m123
in31,m124
m122,m124
m123,m125
m124,m125
m125,o127
in131,m136
in133,m136
m136,m137
in129,m137
in115,m138
in135,m138
m138,m139
in61,m139
m139,m140
m137,m140
in97,m141
in29,m141
in31,m142
m140,m142
m141,m143
m142,m143
m143,o145
in149,m154
in151,m154
m154,m155
in147,m155
in153,m156
in97,m156
m156,m157
in79,m157
m157,m158
m155,m158
in115,m159
in29,m159
in31,m160
m158,m160
m159,m161
m160,m161
m161,o163
in167,m172
in169,m172
m172,m173
in165,m173
in151,m174
in171,m174
m174,m175
in97,m175
m175,m176
m173,m176
in133,m177
in29,m177
in31,m178
m176,m178
m177,m179
m178,m179
m179,o181
in185,m190
in187,m190
m190,m191
in183,m191
in189,m192
in133,m192
m192,m193
in115,m193
m193,m194
m191,m194
in151,m195
in29,m195
in31,m196
m194,m196
m195,m197
m196,m197
m197,o199
in203,m208
in205,m208
m208,m209
in201,m209
in187,m210
in207,m210
m210,m211
in133,m211
m211,m212
m209,m212
in169,m213
in29,m213
in31,m214
m212,m214
m213,m215
m214,m215
m215,o217
in221,m226
in223,m226
m226,m227
in219,m227
in225,m228
in169,m228
m228,m229
in151,m229
m229,m230
m227,m230
in187,m231
in29,m231
in31,m232
m230,m232
m231,m233
m232,m233
m233,o235
in11,m242
in57,m242
m242,m243
in237,m243
in37,m244
in241,m244
m244,m245
in239,m245
m245,m246
m243,m246
in13,m247
in29,m247
in31,m248
m246,m248
m247,m249
m248,m249
m249,o251
in21,m258
in75,m258
m258,m259
in253,m259
in257,m260
in13,m260
m260,m261
in255,m261
m261,m262
m259,m262
in37,m263
in29,m263
in31,m264
m262,m264
m263,m265
m264,m265
