id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
in1,1,0,0,0,0,1,1,1,0,0,0
in2,1,0,0,0,0,1,1,0,0,0,0
in3,1,0,0,0,0,0,0,1,1,0,0
in4,1,0,0,0,0,1,0,1,1,0,0
in5,1,0,0,0,0,0,0,1,1,0,0
in6,1,0,0,0,0,0,0,0,1,0,0
in7,1,0,0,0,0,0,0,1,0,0,0
in8,1,0,0,0,0,0,1,0,0,0,0
in9,1,0,0,0,0,0,1,0,1,0,0
in10,1,0,0,0,0,1,0,0,1,0,0
in11,1,0,0,0,0,1,1,0,1,0,0
in12,1,0,0,0,0,1,1,0,1,0,0
in13,1,0,0,0,0,0,0,1,0,0,0
in14,1,0,0,0,0,0,0,0,1,0,0
in15,1,0,0,0,0,1,0,0,0,0,0
in16,1,0,0,0,0,1,1,1,0,0,0
in17,1,0,0,0,0,0,0,0,1,0,0
in18,1,0,0,0,0,1,1,1,0,0,0
in19,1,0,0,0,0,0,1,1,0,0,0
in20,1,0,0,0,0,0,1,0,0,0,0
in21,1,0,0,0,0,0,1,0,0,0,0
in22,1,0,0,0,0,1,0,1,0,0,0
in23,1,0,0,0,0,1,1,1,1,0,0
in24,1,0,0,0,0,1,1,1,0,0,0
m25,0,0,1,0,0,0,1,1,0,1,10
m26,0,1,0,0,0,1,1,1,1,0,0
m27,0,0,1,0,0,0,1,0,0,1,0
m28,0,0,1,0,0,0,1,0,1,1,10
m29,0,1,0,0,0,0,1,0,0,0,0
m30,0,1,0,0,0,0,1,0,1,0,0
m31,0,0,1,0,0,0,0,1,1,1,10
m32,0,0,1,0,0,0,0,1,1,1,0
m33,0,0,1,0,0,0,0,1,1,1,10
m34,0,0,1,0,0,1,0,0,1,1,0
m35,0,0,1,0,0,1,1,1,0,1,10
m36,0,0,1,0,0,0,1,0,0,1,10
m37,0,0,1,0,0,0,0,1,0,1,10
m38,0,0,1,0,0,1,0,1,1,1,0
m39,0,1,0,0,0,1,0,1,0,0,0
m40,0,0,1,0,0,1,0,1,1,1,10
m41,0,1,0,0,0,0,0,1,1,0,0
m42,0,0,1,0,0,0,0,1,1,1,10
m43,0,0,1,0,0,1,1,1,0,1,10
m44,0,0,1,0,0,0,0,0,1,1,10
m45,0,1,0,0,0,0,0,1,0,0,0
m46,0,0,1,0,0,1,1,0,1,1,0
m47,0,0,1,0,0,0,1,0,1,1,0
m48,0,0,1,0,0,1,0,1,0,1,10
m49,0,0,1,0,0,1,0,0,1,1,0
m50,0,0,1,0,0,0,1,1,0,1,10
m51,0,0,1,0,0,0,0,1,1,1,10
m52,0,0,1,0,0,1,0,0,0,1,0
m53,0,0,1,0,0,0,1,1,1,1,0
m54,0,0,1,0,0,1,0,1,0,1,10
m55,0,1,0,0,0,0,1,0,1,0,0
m56,0,0,1,0,0,0,1,0,1,1,0
m57,0,0,1,0,0,1,0,1,1,1,10
m58,0,0,1,0,0,1,0,1,1,1,0
m59,0,0,1,0,0,0,1,0,0,1,0
m60,0,0,1,0,0,0,1,0,1,1,10
m61,0,0,1,0,0,1,1,1,1,1,10
m62,0,0,1,0,0,0,1,0,1,1,10
m63,0,0,1,0,0,1,0,0,1,1,10
m64,0,0,1,0,0,0,0,0,1,1,0
m65,0,0,1,0,0,0,1,1,1,1,10
m66,0,0,1,0,0,1,1,1,0,1,10
m67,0,1,0,0,0,1,0,0,1,0,0
m68,0,1,0,0,0,0,1,0,1,0,0
m69,0,0,1,0,0,1,1,0,0,1,0
m70,0,1,0,0,0,1,0,1,1,0,0
m71,0,0,1,0,0,1,1,1,1,1,10
m72,0,0,1,0,0,0,1,1,0,1,0
m73,0,1,0,0,0,0,1,1,0,0,0
m74,0,0,1,0,0,0,1,0,0,1,10
m75,0,0,1,0,0,0,1,0,0,1,10
m76,0,0,1,0,0,0,1,0,0,1,10
m77,0,1,0,0,0,1,1,0,1,0,0
m78,0,0,1,0,0,0,1,0,0,1,10
m79,0,0,1,0,0,0,1,0,1,1,10
m80,0,0,1,0,0,1,1,0,0,1,10
m81,0,0,1,0,0,1,0,1,0,1,10
m82,0,1,0,0,0,1,1,1,0,0,0
m83,0,0,1,0,0,1,1,1,0,1,10
m84,0,0,1,0,0,0,1,1,0,1,10
m85,0,1,0,0,0,1,1,0,1,0,0
m86,0,0,1,0,0,0,1,1,1,1,10
o87,0,0,0,1,0,0,0,0,0,0,0
o88,0,0,0,1,0,0,0,0,0,0,0
o89,0,0,0,1,0,0,0,0,0,0,0
o90,0,0,0,1,0,0,0,0,0,0,0
o91,0,0,0,1,0,0,0,0,0,0,0
o92,0,0,0,1,0,0,0,0,0,0,0
o93,0,0,0,1,0,0,0,0,0,0,0
o94,0,0,0,1,0,0,0,0,0,0,0
o95,0,0,0,1,0,0,0,0,0,0,0
o96,0,0,0,1,0,0,0,0,0,0,0
o97,0,0,0,1,0,0,0,0,0,0,0
o98,0,0,0,1,0,0,0,0,0,0,0
o99,0,0,0,1,0,0,0,0,0,0,0
o100,0,0,0,1,0,0,0,0,0,0,0
o101,0,0,0,1,0,0,0,0,0,0,0
o102,0,0,0,1,0,0,0,0,0,0,0
o103,0,0,0,1,0,0,0,0,0,0,0
o104,0,0,0,1,0,0,0,0,0,0,0
