source,target
in12,m27
in8,m27
in15,m28
in23,m28
in3,m29
in11,m29
m28,m30
in13,m30
m29,m31
in10,m31
in11,m32
in20,m32
m32,m33
m32,m33
in14,m34
in25,m34
in15,m35
in10,m35
in14,m36
in15,m36
m30,m37
m32,m37
in22,m38
in16,m38
m30,m39
m34,m39
m39,m40
in14,m40
in19,m41
m37,m41
m34,m42
in25,m42
in19,m43
m27,m43
in18,m44
m42,m44
in23,m45
m44,m45
m27,m46
in24,m46
m30,m47
m44,m47
m36,m48
m31,m48
m45,m49
in23,m49
m29,m50
m42,m50
m49,m51
m28,m51
m45,m52
m46,m52
m33,m53
m39,m53
m33,m54
m52,m54
m42,m55
m41,m55
m36,m56
m43,m56
m45,m57
m53,m57
m48,m58
m41,m58
m40,m59
m41,m59
m51,m60
m55,m60
m49,m61
m58,m61
m58,m62
m46,m62
m42,m63
m45,m63
m55,m64
m52,m64
m62,m65
m63,m65
m60,m66
m50,m66
m61,m67
m51,m67
m52,m68
m67,m68
m68,m69
m61,m69
m62,m70
m48,m70
m63,m71
m58,m71
m62,m72
m50,m72
m60,m73
m59,m73
m60,m74
m51,m74
m51,m75
m50,m75
m57,m76
m64,m76
m51,m77
m66,m77
m65,m78
m67,m78
m62,m79
m66,m79
m71,m80
m66,m80
m61,m81
m62,m81
m61,m82
m76,m82
m73,m83
m76,m83
m77,m84
m78,m84
m70,m85
m75,m85
m60,m86
m75,m86
m73,m87
m83,m87
m77,m88
m82,m88
m80,m89
m81,m89
m75,m90
m66,m90
m71,m91
m70,m91
m74,m92
m84,m92
m72,m93
m90,m93
m83,m94
m93,m94
m35,o95
m38,o96
m47,o97
m54,o98
m56,o99
m69,o100
m79,o101
m85,o102
m86,o103
m87,o104
m88,o105
m89,o106
m91,o107
m92,o108
m94,o109
