id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
in1,1,0,0,0,0,1,0,0,0,0,0
in2,1,0,0,0,0,1,1,1,1,0,0
in3,1,0,0,0,0,1,1,0,0,0,0
in4,1,0,0,0,0,0,1,1,0,0,0
in5,1,0,0,0,0,1,1,1,0,0,0
in6,1,0,0,0,0,1,1,0,0,0,0
in7,1,0,0,0,0,1,1,0,0,0,0
in8,1,0,0,0,0,0,0,0,1,0,0
in9,1,0,0,0,0,1,0,0,1,0,0
in10,1,0,0,0,0,1,0,0,1,0,0
in11,1,0,0,0,0,0,0,1,1,0,0
in12,1,0,0,0,0,1,0,1,1,0,0
in13,1,0,0,0,0,0,1,1,0,0,0
in14,1,0,0,0,0,1,1,1,0,0,0
in15,1,0,0,0,0,1,1,1,0,0,0
m16,0,0,1,0,0,1,1,0,0,1,10
m17,0,1,0,0,0,1,0,0,1,0,0
m18,0,1,0,0,0,0,1,0,0,0,0
m19,0,0,1,0,0,0,1,1,0,1,0
m20,0,0,1,0,0,1,0,1,0,1,10
m21,0,0,1,0,0,0,1,1,1,1,0
m22,0,0,1,0,0,0,1,1,1,1,10
m23,0,1,0,0,0,1,1,1,1,0,0
m24,0,0,1,0,0,0,1,0,1,1,10
m25,0,1,0,0,0,0,0,1,1,0,0
m26,0,0,1,0,0,1,1,0,1,1,10
m27,0,0,1,0,0,1,0,1,0,1,10
m28,0,0,1,0,0,1,1,1,1,1,10
m29,0,0,1,0,0,0,1,0,1,1,0
m30,0,0,1,0,0,1,0,0,1,1,0
m31,0,1,0,0,0,1,1,0,0,0,0
m32,0,0,1,0,0,0,1,1,0,1,0
m33,0,0,1,0,0,1,1,1,0,1,10
m34,0,0,1,0,0,1,1,0,1,1,10
m35,0,0,1,0,0,1,1,1,1,1,0
m36,0,0,1,0,0,0,1,0,1,1,0
m37,0,1,0,0,0,0,0,1,1,0,0
m38,0,1,0,0,0,0,0,1,0,0,0
m39,0,1,0,0,0,1,0,0,0,0,0
m40,0,0,1,0,0,1,0,1,0,1,10
m41,0,0,1,0,0,0,1,0,0,1,10
m42,0,0,1,0,0,1,1,1,0,1,10
m43,0,0,1,0,0,0,1,0,0,1,10
m44,0,0,1,0,0,0,1,1,1,1,10
m45,0,1,0,0,0,0,1,0,1,0,0
m46,0,0,1,0,0,1,0,0,1,1,0
m47,0,0,1,0,0,1,0,1,1,1,0
m48,0,1,0,0,0,1,1,1,1,0,0
m49,0,0,1,0,0,1,1,0,0,1,10
m50,0,0,1,0,0,0,1,0,0,1,10
m51,0,0,1,0,0,1,1,1,1,1,10
m52,0,1,0,0,0,1,1,1,1,0,0
m53,0,0,1,0,0,0,1,1,1,1,10
m54,0,0,1,0,0,1,1,0,1,1,10
m55,0,1,0,0,0,1,0,0,0,0,0
m56,0,1,0,0,0,1,0,0,0,0,0
m57,0,1,0,0,0,1,0,0,1,0,0
m58,0,0,1,0,0,0,1,1,1,1,10
m59,0,1,0,0,0,0,1,0,0,0,0
m60,0,0,1,0,0,1,0,0,0,1,10
m61,0,0,1,0,0,0,1,1,0,1,0
m62,0,0,1,0,0,1,1,0,1,1,0
m63,0,0,1,0,0,0,1,1,0,1,0
m64,0,0,1,0,0,1,1,1,0,1,10
m65,0,0,1,0,0,1,0,0,1,1,10
m66,0,0,1,0,0,1,0,0,0,1,10
m67,0,0,1,0,0,1,1,1,1,1,10
m68,0,0,1,0,0,1,1,0,1,1,10
m69,0,1,0,0,0,0,1,0,1,0,0
m70,0,0,1,0,0,1,0,0,1,1,10
m71,0,0,1,0,0,1,1,0,0,1,10
m72,0,0,1,0,0,1,0,1,0,1,10
m73,0,1,0,0,0,1,0,1,0,0,0
m74,0,0,1,0,0,1,1,1,1,1,10
m75,0,0,1,0,0,1,1,0,1,1,10
m76,0,0,1,0,0,1,0,1,1,1,0
m77,0,0,1,0,0,0,1,1,0,1,10
m78,0,0,1,0,0,1,0,1,1,1,10
m79,0,0,1,0,0,1,0,1,1,1,10
m80,0,0,1,0,0,1,1,0,0,1,10
m81,0,0,1,0,0,1,0,1,1,1,10
m82,0,0,1,0,0,0,1,0,1,1,10
m83,0,0,1,0,0,0,1,0,0,1,0
m84,0,0,1,0,0,0,1,0,1,1,10
m85,0,0,1,0,0,1,1,1,0,1,10
m86,0,0,1,0,0,1,0,1,0,1,10
m87,0,1,0,0,0,1,1,1,1,0,0
m88,0,0,1,0,0,0,1,1,0,1,10
m89,0,0,1,0,0,1,0,0,0,1,0
m90,0,0,1,0,0,1,0,1,1,1,10
m91,0,0,1,0,0,1,0,1,0,1,10
m92,0,0,1,0,0,1,1,1,1,1,10
m93,0,0,1,0,0,1,0,1,1,1,0
m94,0,1,0,0,0,1,0,0,0,0,0
m95,0,0,1,0,0,1,0,0,1,1,10
m96,0,0,1,0,0,1,1,0,0,1,10
m97,0,1,0,0,0,0,1,1,1,0,0
m98,0,0,1,0,0,1,0,1,0,1,10
m99,0,0,1,0,0,0,1,0,1,1,10
m100,0,1,0,0,0,1,0,0,0,0,0
m101,0,0,1,0,0,0,1,0,1,1,10
m102,0,0,1,0,0,1,1,0,1,1,0
m103,0,0,1,0,0,0,1,0,1,1,10
m104,0,0,1,0,0,1,0,0,0,1,10
m105,0,0,1,0,0,0,1,1,1,1,10
m106,0,0,1,0,0,1,0,1,0,1,10
m107,0,1,0,0,0,0,1,0,0,0,0
m108,0,0,1,0,0,1,0,0,1,1,10
m109,0,0,1,0,0,1,0,1,0,1,10
o110,0,0,0,1,0,0,0,0,0,0,0
o111,0,0,0,1,0,0,0,0,0,0,0
o112,0,0,0,1,0,0,0,0,0,0,0
o113,0,0,0,1,0,0,0,0,0,0,0
o114,0,0,0,1,0,0,0,0,0,0,0
o115,0,0,0,1,0,0,0,0,0,0,0
