source,target
in4,m31
in28,m31
in26,m32
in11,m32
in24,m33
in16,m33
in24,m34
in20,m34
m32,m35
in19,m35
m31,m36
m33,m36
m32,m37
m33,m37
in29,m38
in28,m38
in16,m39
m32,m39
in18,m40
in27,m40
in14,m41
m35,m41
m34,m42
in23,m42
in13,m43
in27,m43
in19,m44
m33,m44
m32,m45
m33,m45
m34,m46
m39,m46
in23,m47
in30,m47
in23,m48
m39,m48
m47,m49
m34,m49
m36,m50
in27,m50
in30,m51
m47,m51
m44,m52
in23,m52
m41,m53
m44,m53
m44,m54
m50,m54
m38,m55
m36,m55
m49,m56
m53,m56
m35,m57
m55,m57
in29,m58
m57,m58
m58,m59
m48,m59
m47,m60
m48,m60
m50,m61
m59,m61
m53,m62
m32,m62
m59,m63
m40,m63
m50,m64
m62,m64
m52,m65
m44,m65
m65,m66
m52,m66
m45,m67
m40,m67
m52,m68
m50,m68
m54,m69
m48,m69
m65,m70
m47,m70
m41,m71
m49,m71
m68,m72
m43,m72
m72,m73
m63,m73
m53,m74
m71,m74
m46,m75
m67,m75
m74,m76
m70,m76
m67,m77
m57,m77
m60,m78
m61,m78
m75,m79
m52,m79
m66,m80
m73,m80
m60,m81
m68,m81
m52,m82
m60,m82
m63,m83
m76,m83
m66,m84
m61,m84
m66,m85
m76,m85
m75,m86
m76,m86
m76,m87
m59,m87
m83,m88
m66,m88
m80,m89
m74,m89
m76,m90
m70,m90
m78,m91
m77,m91
m88,m92
m83,m92
m80,m93
m82,m93
m67,m94
m79,m94
m89,m95
m67,m95
m76,m96
m69,m96
m92,m97
m80,m97
m86,m98
m68,m98
m93,m99
m75,m99
m94,m100
m87,m100
m78,m101
m90,m101
m81,m102
m100,m102
m78,m103
m78,m103
m95,m104
m74,m104
m101,m105
m78,m105
m77,m106
m87,m106
m90,m107
m95,m107
m97,m108
m99,m108
m95,m109
m98,m109
m100,m110
m104,m110
m99,m111
m95,m111
m83,m112
m98,m112
m101,m113
m97,m113
m85,m114
m86,m114
m92,m115
m109,m115
m104,m116
m87,m116
m102,m117
m115,m117
m92,m118
m114,m118
m113,m119
m113,m119
m106,m120
m109,m120
m110,m121
m105,m121
m97,m122
m93,m122
m109,m123
m117,m123
m107,m124
m109,m124
m123,m125
m96,m125
m37,o126
m42,o127
m51,o128
m56,o129
m64,o130
m84,o131
m91,o132
m103,o133
m108,o134
m111,o135
m112,o136
m116,o137
m118,o138
m119,o139
m120,o140
m121,o141
m122,o142
m124,o143
m125,o144
