id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
in1285,1,0,0,0,1,1,1,1,1,0,0
in1287,1,0,0,0,1,1,1,1,1,0,0
in1288,1,0,0,0,1,1,1,1,1,0,0
in1290,1,0,0,0,1,1,1,1,1,0,0
in1291,1,0,0,0,1,1,1,1,1,0,0
in1293,1,0,0,0,1,1,1,1,1,0,0
in1294,1,0,0,0,1,1,1,1,1,0,0
in1296,1,0,0,0,1,1,1,1,1,0,0
in1297,1,0,0,0,1,1,1,1,1,0,0
in1299,1,0,0,0,1,1,1,1,1,0,0
in1300,1,0,0,0,1,1,1,1,1,0,0
in1302,1,0,0,0,1,1,1,1,1,0,0
in1303,1,0,0,0,1,1,1,1,1,0,0
in1305,1,0,0,0,1,1,1,1,1,0,0
in1306,1,0,0,0,1,1,1,1,1,0,0
in1308,1,0,0,0,1,1,1,1,1,0,0
in1309,1,0,0,0,1,1,1,1,1,0,0
in1311,1,0,0,0,1,1,1,1,1,0,0
in1312,1,0,0,0,1,1,1,1,1,0,0
in1314,1,0,0,0,1,1,1,1,1,0,0
in1315,1,0,0,0,1,1,1,1,1,0,0
in1317,1,0,0,0,1,1,1,1,1,0,0
in1318,1,0,0,0,1,1,1,1,1,0,0
in1320,1,0,0,0,1,1,1,1,1,0,0
in1321,1,0,0,0,1,1,1,1,1,0,0
in1323,1,0,0,0,1,1,1,1,1,0,0
in1324,1,0,0,0,1,1,1,1,1,0,0
in1326,1,0,0,0,1,1,1,1,1,0,0
in1327,1,0,0,0,1,1,1,1,1,0,0
in1329,1,0,0,0,1,1,1,1,1,0,0
in1330,1,0,0,0,1,1,1,1,1,0,0
in1332,1,0,0,0,1,1,1,1,1,0,0
in1333,1,0,0,0,1,1,1,1,1,0,0
in1335,1,0,0,0,1,1,1,1,1,0,0
in1336,1,0,0,0,1,1,1,1,1,0,0
in1338,1,0,0,0,1,1,1,1,1,0,0
in1339,1,0,0,0,1,1,1,1,1,0,0
in1341,1,0,0,0,1,1,1,1,1,0,0
in1342,1,0,0,0,1,1,1,1,1,0,0
in1344,1,0,0,0,1,1,1,1,1,0,0
in1345,1,0,0,0,1,1,1,1,1,0,0
in1347,1,0,0,0,1,1,1,1,1,0,0
in1348,1,0,0,0,1,1,1,1,1,0,0
in1350,1,0,0,0,1,1,1,1,1,0,0
in1351,1,0,0,0,1,1,1,1,1,0,0
in1353,1,0,0,0,1,1,1,1,1,0,0
in1354,1,0,0,0,1,1,1,1,1,0,0
in1356,1,0,0,0,1,1,1,1,1,0,0
in1357,1,0,0,0,1,1,1,1,1,0,0
in1359,1,0,0,0,1,1,1,1,1,0,0
in1360,1,0,0,0,1,1,1,1,1,0,0
in1362,1,0,0,0,1,1,1,1,1,0,0
in1363,1,0,0,0,1,1,1,1,1,0,0
in1365,1,0,0,0,1,1,1,1,1,0,0
in1366,1,0,0,0,1,1,1,1,1,0,0
in1368,1,0,0,0,1,1,1,1,1,0,0
in1369,1,0,0,0,1,1,1,1,1,0,0
in1371,1,0,0,0,1,1,1,1,1,0,0
in1372,1,0,0,0,1,1,1,1,1,0,0
in1374,1,0,0,0,1,1,1,1,1,0,0
in1375,1,0,0,0,1,1,1,1,1,0,0
in1377,1,0,0,0,1,1,1,1,1,0,0
in1378,1,0,0,0,1,1,1,1,1,0,0
in1380,1,0,0,0,1,1,1,1,1,0,0
in1381,1,0,0,0,1,1,1,1,1,0,0
in1383,1,0,0,0,1,1,1,1,1,0,0
in1384,1,0,0,0,1,1,1,1,1,0,0
in1386,1,0,0,0,1,1,1,1,1,0,0
in1387,1,0,0,0,1,1,1,1,1,0,0
in1389,1,0,0,0,1,1,1,1,1,0,0
in1390,1,0,0,0,1,1,1,1,1,0,0
in1392,1,0,0,0,1,1,1,1,1,0,0
in1393,1,0,0,0,1,1,1,1,1,0,0
in1395,1,0,0,0,1,1,1,1,1,0,0
in1396,1,0,0,0,1,1,1,1,1,0,0
in1398,1,0,0,0,1,1,1,1,1,0,0
in1399,1,0,0,0,1,1,1,1,1,0,0
in1401,1,0,0,0,1,1,1,1,1,0,0
in1402,1,0,0,0,1,1,1,1,1,0,0
in1404,1,0,0,0,1,1,1,1,1,0,0
in1405,1,0,0,0,1,1,1,1,1,0,0
in1407,1,0,0,0,1,1,1,1,1,0,0
in1408,1,0,0,0,1,1,1,1,1,0,0
in1410,1,0,0,0,1,1,1,1,1,0,0
in1411,1,0,0,0,1,1,1,1,1,0,0
in1413,1,0,0,0,1,1,1,1,1,0,0
in1414,1,0,0,0,1,1,1,1,1,0,0
in1416,1,0,0,0,1,1,1,1,1,0,0
in1417,1,0,0,0,1,1,1,1,1,0,0
in1419,1,0,0,0,1,1,1,1,1,0,0
in1420,1,0,0,0,1,1,1,1,1,0,0
in1422,1,0,0,0,1,1,1,1,1,0,0
in1423,1,0,0,0,1,1,1,1,1,0,0
in1425,1,0,0,0,1,1,1,1,1,0,0
in1426,1,0,0,0,1,1,1,1,1,0,0
in1428,1,0,0,0,1,1,1,1,1,0,0
in1429,1,0,0,0,1,1,1,1,1,0,0
in1431,1,0,0,0,1,1,1,1,1,0,0
in1432,1,0,0,0,1,1,1,1,1,0,0
in1434,1,0,0,0,1,1,1,1,1,0,0
in1435,1,0,0,0,1,1,1,1,1,0,0
in1437,1,0,0,0,1,1,1,1,1,0,0
in1438,1,0,0,0,1,1,1,1,1,0,0
in1440,1,0,0,0,1,1,1,1,1,0,0
in1441,1,0,0,0,1,1,1,1,1,0,0
in1443,1,0,0,0,1,1,1,1,1,0,0
in1444,1,0,0,0,1,1,1,1,1,0,0
in1446,1,0,0,0,1,1,1,1,1,0,0
in1447,1,0,0,0,1,1,1,1,1,0,0
in1449,1,0,0,0,1,1,1,1,1,0,0
in1450,1,0,0,0,1,1,1,1,1,0,0
in1452,1,0,0,0,1,1,1,1,1,0,0
in1453,1,0,0,0,1,1,1,1,1,0,0
in1455,1,0,0,0,1,1,1,1,1,0,0
in1456,1,0,0,0,1,1,1,1,1,0,0
in1458,1,0,0,0,1,1,1,1,1,0,0
in1459,1,0,0,0,1,1,1,1,1,0,0
in1461,1,0,0,0,1,1,1,1,1,0,0
in1462,1,0,0,0,1,1,1,1,1,0,0
in1464,1,0,0,0,1,1,1,1,1,0,0
in1465,1,0,0,0,1,1,1,1,1,0,0
in1467,1,0,0,0,1,1,1,1,1,0,0
in1468,1,0,0,0,1,1,1,1,1,0,0
in1470,1,0,0,0,1,1,1,1,1,0,0
in1471,1,0,0,0,1,1,1,1,1,0,0
in1473,1,0,0,0,1,1,1,1,1,0,0
in1474,1,0,0,0,1,1,1,1,1,0,0
in1476,1,0,0,0,1,1,1,1,1,0,0
in1477,1,0,0,0,1,1,1,1,1,0,0
in1479,1,0,0,0,1,1,1,1,1,0,0
in1480,1,0,0,0,1,1,1,1,1,0,0
in1482,1,0,0,0,1,1,1,1,1,0,0
in1483,1,0,0,0,1,1,1,1,1,0,0
in1485,1,0,0,0,1,1,1,1,1,0,0
in1486,1,0,0,0,1,1,1,1,1,0,0
in1488,1,0,0,0,1,1,1,1,1,0,0
in1489,1,0,0,0,1,1,1,1,1,0,0
in1491,1,0,0,0,1,1,1,1,1,0,0
in1492,1,0,0,0,1,1,1,1,1,0,0
