source,target
in1285,m1286
in1287,m1289
in1288,m1289
in1290,m1292
in1291,m1292
in1293,m1295
in1294,m1295
in1296,m1298
in1297,m1298
in1299,m1301
in1300,m1301
in1302,m1304
in1303,m1304
in1305,m1307
in1306,m1307
in1308,m1310
in1309,m1310
in1311,m1313
in1312,m1313
in1314,m1316
in1315,m1316
in1317,m1319
in1318,m1319
in1320,m1322
in1321,m1322
in1323,m1325
in1324,m1325
in1326,m1328
in1327,m1328
in1329,m1331
in1330,m1331
in1332,m1334
in1333,m1334
in1335,m1337
in1336,m1337
in1338,m1340
in1339,m1340
in1341,m1343
in1342,m1343
in1344,m1346
in1345,m1346
in1347,m1349
in1348,m1349
in1350,m1352
in1351,m1352
in1353,m1355
in1354,m1355
in1356,m1358
in1357,m1358
in1359,m1361
in1360,m1361
in1362,m1364
in1363,m1364
in1365,m1367
in1366,m1367
in1368,m1370
in1369,m1370
in1371,m1373
in1372,m1373
in1374,m1376
in1375,m1376
in1377,m1379
in1378,m1379
in1380,m1382
in1381,m1382
in1383,m1385
in1384,m1385
in1386,m1388
in1387,m1388
in1389,m1391
in1390,m1391
in1392,m1394
in1393,m1394
in1395,m1397
in1396,m1397
in1398,m1400
in1399,m1400
in1401,m1403
in1402,m1403
in1404,m1406
in1405,m1406
in1407,m1409
in1408,m1409
in1410,m1412
in1411,m1412
in1413,m1415
in1414,m1415
in1416,m1418
in1417,m1418
in1419,m1421
in1420,m1421
in1422,m1424
in1423,m1424
in1425,m1427
in1426,m1427
in1428,m1430
in1429,m1430
in1431,m1433
in1432,m1433
in1434,m1436
in1435,m1436
in1437,m1439
in1438,m1439
in1440,m1442
in1441,m1442
in1443,m1445
in1444,m1445
in1446,m1448
in1447,m1448
in1449,m1451
in1450,m1451
in1452,m1454
in1453,m1454
in1455,m1457
in1456,m1457
in1458,m1460
in1459,m1460
in1461,m1463
in1462,m1463
in1464,m1466
in1465,m1466
in1467,m1469
in1468,m1469
in1470,m1472
in1471,m1472
in1473,m1475
in1474,m1475
in1476,m1478
in1477,m1478
in1479,m1481
in1480,m1481
in1482,m1484
in1483,m1484
in1485,m1487
in1486,m1487
in1488,m1490
in1489,m1490
in1491,m1493
in1492,m1493
in1494,m1496
in1495,m1496
in1497,m1499
in1498,m1499
in1500,m1502
in1501,m1502
in1503,m1505
in1504,m1505
in1506,m1508
in1507,m1508
in1509,m1511
in1510,m1511
in1512,m1514
in1513,m1514
in1515,m1517
in1516,m1517
in1518,m1520
in1519,m1520
in1521,m1523
in1522,m1523
in1524,m1526
in1525,m1526
in1527,m1529
in1528,m1529
in1530,m1532
in1531,m1532
in1533,m1535
in1534,m1535
in1536,m1538
in1537,m1538
in1539,m1541
in1540,m1541
in1542,m1544
in1543,m1544
in1545,m1547
in1546,m1547
in1548,m1550
in1549,m1550
in1551,m1553
in1552,m1553
in1554,m1556
in1555,m1556
in1557,m1559
in1558,m1559
in1560,m1562
in1561,m1562
in1563,m1565
in1564,m1565
in1566,m1568
in1567,m1568
in1569,m1571
in1570,m1571
in1572,m1574
in1573,m1574
in1575,m1577
in1576,m1577
in1578,m1580
in1579,m1580
in1581,m1583
in1582,m1583
in1584,m1586
in1585,m1586
in1587,m1589
in1588,m1589
in1590,m1592
in1591,m1592
in1593,m1595
in1594,m1595
in1596,m1598
in1597,m1598
in1599,m1601
in1600,m1601
in1602,m1604
in1603,m1604
in1605,m1607
in1606,m1607
in1608,m1610
in1609,m1610
in1611,m1613
in1612,m1613
in1614,m1616
in1615,m1616
in1617,m1619
in1618,m1619
in1620,m1622
in1621,m1622
in1623,m1625
in1624,m1625
in1626,m1628
in1627,m1628
in1629,m1631
in1630,m1631
in1632,m1634
in1633,m1634
in1635,m1637
in1636,m1637
in1638,m1640
in1639,m1640
in1641,m1643
in1642,m1643
in1644,m1646
in1645,m1646
in1647,m1649
in1648,m1649
in1650,m1652
in1651,m1652
in1653,m1655
in1654,m1655
in1656,m1658
in1657,m1658
in1659,m1661
in1660,m1661
in1662,m1664
in1663,m1664
in1665,m1667
in1666,m1667
m1661,m1668
m1664,m1668
m1658,m1669
m1655,m1669
m1669,m1670
m1668,m1670
m1646,m1671
m1643,m1671
m1652,m1672
m1649,m1672
m1672,m1673
m1671,m1673
m1673,m1674
m1670,m1674
m1622,m1675
m1619,m1675
m1628,m1676
m1625,m1676
m1676,m1677
m1675,m1677
m1634,m1678
m1631,m1678
m1640,m1679
m1637,m1679
m1679,m1680
m1678,m1680
m1680,m1681
m1677,m1681
m1681,m1682
m1674,m1682
m1574,m1683
m1571,m1683
m1580,m1684
m1577,m1684
m1684,m1685
m1683,m1685
m1586,m1686
m1583,m1686
m1592,m1687
m1589,m1687
m1687,m1688
m1686,m1688
m1688,m1689
m1685,m1689
m1598,m1690
m1595,m1690
m1604,m1691
m1601,m1691
m1691,m1692
m1690,m1692
m1610,m1693
m1607,m1693
m1616,m1694
m1613,m1694
m1694,m1695
m1693,m1695
m1695,m1696
m1692,m1696
m1696,m1697
m1689,m1697
m1697,m1698
m1682,m1698
m1478,m1699
m1475,m1699
m1484,m1700
m1481,m1700
m1700,m1701
m1699,m1701
m1490,m1702
m1487,m1702
m1496,m1703
m1493,m1703
m1703,m1704
m1702,m1704
m1704,m1705
m1701,m1705
m1502,m1706
m1499,m1706
m1508,m1707
m1505,m1707
m1707,m1708
m1706,m1708
m1514,m1709
m1511,m1709
m1520,m1710
m1517,m1710
m1710,m1711
m1709,m1711
m1711,m1712
m1708,m1712
m1712,m1713
m1705,m1713
m1526,m1714
m1523,m1714
m1532,m1715
m1529,m1715
m1715,m1716
m1714,m1716
m1538,m1717
m1535,m1717
m1544,m1718
m1541,m1718
m1718,m1719
m1717,m1719
m1719,m1720
m1716,m1720
m1550,m1721
m1547,m1721
m1556,m1722
m1553,m1722
m1722,m1723
m1721,m1723
m1562,m1724
m1559,m1724
m1568,m1725
m1565,m1725
m1725,m1726
m1724,m1726
m1726,m1727
m1723,m1727
m1727,m1728
m1720,m1728
m1728,m1729
m1713,m1729
m1729,m1730
m1698,m1730
m1286,m1731
m1292,m1731
m1289,m1732
m1298,m1732
m1732,m1733
m1731,m1733
m1295,m1734
m1304,m1734
m1301,m1735
m1310,m1735
m1735,m1736
m1734,m1736
m1736,m1737
m1733,m1737
m1307,m1738
m1316,m1738
m1313,m1739
m1322,m1739
m1739,m1740
m1738,m1740
m1319,m1741
m1328,m1741
m1325,m1742
m1334,m1742
m1742,m1743
m1741,m1743
m1743,m1744
m1740,m1744
m1744,m1745
m1737,m1745
m1331,m1746
m1340,m1746
m1337,m1747
m1346,m1747
m1747,m1748
m1746,m1748
m1343,m1749
m1352,m1749
m1349,m1750
m1358,m1750
m1750,m1751
m1749,m1751
m1751,m1752
m1748,m1752
m1355,m1753
m1364,m1753
m1361,m1754
m1370,m1754
m1754,m1755
m1753,m1755
m1367,m1756
m1376,m1756
m1373,m1757
m1382,m1757
m1757,m1758
m1756,m1758
m1758,m1759
m1755,m1759
m1759,m1760
m1752,m1760
m1760,m1761
m1745,m1761
m1379,m1762
m1388,m1762
m1385,m1763
m1394,m1763
m1763,m1764
m1762,m1764
m1391,m1765
m1400,m1765
m1397,m1766
m1406,m1766
m1766,m1767
m1765,m1767
m1767,m1768
m1764,m1768
m1403,m1769
m1412,m1769
m1409,m1770
m1418,m1770
m1770,m1771
m1769,m1771
m1415,m1772
m1424,m1772
m1421,m1773
m1430,m1773
m1773,m1774
m1772,m1774
m1774,m1775
m1771,m1775
m1775,m1776
m1768,m1776
m1427,m1777
m1436,m1777
m1433,m1778
m1442,m1778
m1778,m1779
m1777,m1779
m1439,m1780
m1448,m1780
m1445,m1781
m1454,m1781
m1781,m1782
m1780,m1782
m1782,m1783
m1779,m1783
m1451,m1784
m1460,m1784
m1457,m1785
m1466,m1785
m1785,m1786
m1784,m1786
m1463,m1787
m1472,m1787
m1469,m1788
m1667,m1788
m1788,m1789
m1787,m1789
m1789,m1790
m1786,m1790
m1790,m1791
m1783,m1791
m1791,m1792
m1776,m1792
m1792,m1793
m1761,m1793
m1793,m1794
m1730,m1794
m1794,o1795
m1794,o1796
m1794,o1797
m1794,o1798
m1794,o1799
m1794,o1800
m1794,o1801
m1794,o1802
m1794,o1803
m1794,o1804
m1794,o1805
m1794,o1806
m1794,o1807
m1794,o1808
m1794,o1809
m1794,o1810
m1794,o1811
m1794,o1812
m1794,o1813
m1794,o1814
m1794,o1815
m1794,o1816
m1794,o1817
m1794,o1818
m1794,o1819
m1794,o1820
m1794,o1821
m1794,o1822
m1794,o1823
m1794,o1824
m1794,o1825
m1794,o1826
m1794,o1827
m1794,o1828
m1794,o1829
m1794,o1830
m1794,o1831
m1794,o1832
m1794,o1833
m1794,o1834
m1794,o1835
m1794,o1836
m1794,o1837
m1794,o1838
m1794,o1839
m1794,o1840
m1794,o1841
m1794,o1842
m1794,o1843
m1794,o1844
m1794,o1845
m1794,o1846
m1794,o1847
m1794,o1848
m1794,o1849
m1794,o1850
m1794,o1851
m1794,o1852
m1794,o1853
m1794,o1854
m1794,o1855
m1794,o1856
m1794,o1857
m1794,o1858
m1794,o1859
m1794,o1860
m1794,o1861
m1794,o1862
m1794,o1863
m1794,o1864
m1794,o1865
m1794,o1866
m1794,o1867
m1794,o1868
m1794,o1869
m1794,o1870
m1794,o1871
m1794,o1872
m1794,o1873
m1794,o1874
m1794,o1875
m1794,o1876
m1794,o1877
m1794,o1878
m1794,o1879
m1794,o1880
m1794,o1881
m1794,o1882
m1794,o1883
m1794,o1884
m1794,o1885
m1794,o1886
m1794,o1887
m1794,o1888
m1794,o1889
m1794,o1890
m1794,o1891
m1794,o1892
m1794,o1893
m1794,o1894
m1794,o1895
m1794,o1896
m1794,o1897
m1794,o1898
m1794,o1899
m1794,o1900
m1794,o1901
m1794,o1902
m1794,o1903
m1794,o1904
m1794,o1905
m1794,o1906
m1794,o1907
m1794,o1908
m1794,o1909
m1794,o1910
m1794,o1911
m1794,o1912
m1794,o1913
m1794,o1914
m1794,o1915
m1794,o1916
m1794,o1917
m1794,o1918
m1794,o1919
m1794,o1920
m1794,o1921
m1794,o1922
