id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
in1,1,0,0,0,0,0,0,1,1,0,0
in2,1,0,0,0,0,0,1,1,0,0,0
in3,1,0,0,0,0,1,0,1,0,0,0
in4,1,0,0,0,0,0,1,0,1,0,0
in5,1,0,0,0,0,1,0,0,1,0,0
in6,1,0,0,0,0,1,1,0,0,0,0
in7,1,0,0,0,0,0,0,1,1,0,0
in8,1,0,0,0,0,1,0,0,0,0,0
in9,1,0,0,0,0,0,0,1,1,0,0
in10,1,0,0,0,0,1,0,0,0,0,0
in11,1,0,0,0,0,0,0,1,0,0,0
in12,1,0,0,0,0,0,1,0,0,0,0
in13,1,0,0,0,0,0,1,1,0,0,0
in14,1,0,0,0,0,0,1,0,1,0,0
in15,1,0,0,0,0,1,0,0,1,0,0
in16,1,0,0,0,0,1,0,1,0,0,0
m17,0,0,1,0,0,1,0,0,0,1,0
m18,0,0,1,0,0,1,0,0,1,1,10
m19,0,0,1,0,0,0,0,1,1,1,10
m20,0,0,1,0,0,0,1,1,0,1,0
m21,0,0,1,0,0,0,0,1,1,1,10
m22,0,0,1,0,0,1,0,1,1,1,0
m23,0,0,1,0,0,0,1,0,0,1,10
m24,0,0,1,0,0,0,0,1,0,1,10
m25,0,0,1,0,0,1,0,1,0,1,10
m26,0,0,1,0,0,1,0,1,0,1,10
m27,0,0,1,0,0,0,1,1,1,1,10
m28,0,0,1,0,0,0,1,1,1,1,10
m29,0,0,1,0,0,1,0,1,1,1,10
m30,0,0,1,0,0,1,0,1,1,1,10
m31,0,1,0,0,0,1,1,0,0,0,0
m32,0,0,1,0,0,0,1,0,0,1,10
m33,0,1,0,0,0,0,1,0,1,0,0
m34,0,0,1,0,0,0,1,0,1,1,0
m35,0,0,1,0,0,1,1,0,1,1,10
m36,0,0,1,0,0,1,1,1,1,1,10
m37,0,0,1,0,0,1,0,1,0,1,10
m38,0,0,1,0,0,0,0,1,1,1,0
m39,0,1,0,0,0,0,1,1,1,0,0
m40,0,0,1,0,0,1,0,0,0,1,10
m41,0,0,1,0,0,1,1,1,1,1,10
m42,0,1,0,0,0,0,1,0,1,0,0
m43,0,0,1,0,0,0,1,1,0,1,10
m44,0,0,1,0,0,1,0,0,0,1,10
m45,0,0,1,0,0,1,1,1,0,1,0
m46,0,0,1,0,0,0,1,1,1,1,10
m47,0,0,1,0,0,1,0,0,0,1,10
m48,0,0,1,0,0,1,0,0,1,1,10
m49,0,1,0,0,0,0,0,1,1,0,0
m50,0,0,1,0,0,1,1,0,1,1,0
m51,0,0,1,0,0,1,0,0,1,1,10
m52,0,0,1,0,0,0,1,0,1,1,10
m53,0,0,1,0,0,0,0,1,1,1,10
m54,0,0,1,0,0,1,0,0,1,1,10
m55,0,0,1,0,0,0,1,0,1,1,10
m56,0,0,1,0,0,0,1,0,1,1,10
m57,0,0,1,0,0,1,0,0,1,1,0
m58,0,0,1,0,0,1,0,1,1,1,10
m59,0,1,0,0,0,1,1,1,1,0,0
m60,0,0,1,0,0,1,0,0,0,1,10
m61,0,0,1,0,0,1,1,0,1,1,10
m62,0,0,1,0,0,1,0,0,0,1,10
m63,0,0,1,0,0,0,1,0,1,1,10
m64,0,0,1,0,0,0,1,0,1,1,0
m65,0,1,0,0,0,0,1,1,0,0,0
m66,0,0,1,0,0,0,1,1,1,1,0
m67,0,0,1,0,0,0,1,0,1,1,0
m68,0,0,1,0,0,0,1,1,1,1,10
m69,0,1,0,0,0,0,1,1,1,0,0
m70,0,0,1,0,0,0,1,0,0,1,10
m71,0,1,0,0,0,0,1,1,1,0,0
m72,0,0,1,0,0,1,0,0,1,1,10
m73,0,0,1,0,0,0,1,0,1,1,10
m74,0,0,1,0,0,1,0,0,1,1,10
m75,0,0,1,0,0,1,1,0,0,1,10
o76,0,0,0,1,0,0,0,0,0,0,0
o77,0,0,0,1,0,0,0,0,0,0,0
o78,0,0,0,1,0,0,0,0,0,0,0
o79,0,0,0,1,0,0,0,0,0,0,0
o80,0,0,0,1,0,0,0,0,0,0,0
o81,0,0,0,1,0,0,0,0,0,0,0
o82,0,0,0,1,0,0,0,0,0,0,0
o83,0,0,0,1,0,0,0,0,0,0,0
o84,0,0,0,1,0,0,0,0,0,0,0
