source,target
in14,m17
in15,m17
in11,m18
in6,m18
m17,m19
in13,m19
in6,m20
in8,m20
m20,m21
in13,m21
in15,m22
m19,m22
m18,m23
m17,m23
m21,m24
in14,m24
in14,m25
in10,m25
in13,m26
m23,m26
in11,m27
m22,m27
m21,m28
in15,m28
m25,m29
m28,m29
m22,m30
in14,m30
m17,m31
m27,m31
m27,m32
m24,m32
m21,m33
m22,m33
m29,m34
m32,m34
m31,m35
m31,m35
m35,m36
m25,m36
m32,m37
m26,m37
m23,m38
m31,m38
m23,m39
m24,m39
m35,m40
m34,m40
m35,m41
m35,m41
m32,m42
m30,m42
m33,m43
m40,m43
m41,m44
m38,m44
m43,m45
m39,m45
m33,m46
m34,m46
m32,m47
m36,m47
m33,m48
m43,m48
m33,m49
m42,m49
m36,m50
m34,m50
m48,m51
m44,m51
m40,m52
m50,m52
m48,m53
m49,m53
m38,m54
m41,m54
m51,m55
m45,m55
m50,m56
m44,m56
m44,m57
m49,m57
m56,m58
m44,m58
m58,m59
m43,m59
m52,m60
m57,m60
m58,m61
m50,m61
m58,m62
m51,m62
m62,m63
m56,m63
m58,m64
m54,m64
m61,m65
m53,m65
m57,m66
m58,m66
m56,m67
m61,m67
m55,m68
m57,m68
m65,m69
m61,m69
m63,m70
m57,m70
m60,m71
m66,m71
m57,m72
m68,m72
m59,m73
m64,m73
m71,m74
m64,m74
m69,m75
m59,m75
m37,o76
m46,o77
m47,o78
m67,o79
m70,o80
m72,o81
m73,o82
m74,o83
m75,o84
