source,target
in26,m31
in11,m31
in28,m32
in10,m32
in18,m33
in23,m33
in25,m34
in18,m34
in5,m35
in27,m35
in27,m36
in17,m36
in12,m37
in13,m37
m35,m38
m34,m38
in25,m39
in12,m39
in15,m40
m32,m40
in24,m41
in13,m41
in13,m42
in24,m42
in29,m43
in14,m43
m40,m44
in20,m44
m42,m45
in16,m45
m35,m46
m31,m46
m42,m47
in23,m47
in20,m48
m32,m48
in30,m49
in21,m49
in25,m50
in28,m50
m33,m51
m44,m51
in25,m52
m39,m52
in25,m53
in23,m53
in27,m54
m51,m54
in29,m55
m54,m55
m43,m56
m52,m56
m34,m57
m33,m57
m44,m58
m48,m58
m45,m59
m44,m59
m39,m60
m41,m60
m54,m61
m49,m61
m61,m62
m43,m62
m43,m63
m48,m63
m61,m64
m59,m64
m48,m65
m48,m65
m45,m66
m65,m66
m63,m67
m58,m67
m62,m68
m42,m68
m41,m69
m48,m69
m58,m70
m54,m70
m69,m71
m54,m71
m55,m72
m55,m72
m53,m73
m50,m73
m65,m74
m61,m74
m60,m75
m62,m75
m64,m76
m64,m76
m72,m77
m61,m77
m51,m78
m53,m78
m75,m79
m65,m79
m66,m80
m78,m80
m73,m81
m56,m81
m62,m82
m65,m82
m68,m83
m63,m83
m72,m84
m66,m84
m73,m85
m62,m85
m63,m86
m82,m86
m60,m87
m68,m87
m76,m88
m75,m88
m64,m89
m84,m89
m82,m90
m60,m90
m72,m91
m70,m91
m82,m92
m66,m92
m68,m93
m82,m93
m75,m94
m87,m94
m77,m95
m73,m95
m72,m96
m89,m96
m87,m97
m76,m97
m78,m98
m70,m98
m93,m99
m81,m99
m76,m100
m84,m100
m72,m101
m89,m101
m85,m102
m81,m102
m82,m103
m84,m103
m79,m104
m88,m104
m85,m105
m79,m105
m96,m106
m88,m106
m105,m107
m80,m107
m98,m108
m88,m108
m92,m109
m84,m109
m101,m110
m99,m110
m85,m111
m92,m111
m106,m112
m100,m112
m104,m113
m84,m113
m104,m114
m90,m114
m90,m115
m95,m115
m107,m116
m105,m116
m88,m117
m92,m117
m113,m118
m88,m118
m99,m119
m107,m119
m115,m120
m95,m120
m108,m121
m107,m121
m109,m122
m111,m122
m113,m123
m119,m123
m109,m124
m96,m124
m110,m125
m102,m125
m120,m126
m104,m126
m121,m127
m103,m127
m119,m128
m123,m128
m117,m129
m107,m129
m104,m130
m127,m130
m130,m131
m112,m131
m105,m132
m110,m132
m107,m133
m116,m133
m132,m134
m111,m134
m115,m135
m116,m135
m125,m136
m111,m136
m131,m137
m129,m137
m135,m138
m122,m138
m113,m139
m109,m139
m123,m140
m139,m140
m127,m141
m115,m141
m134,m142
m130,m142
m128,m143
m141,m143
m115,m144
m115,m144
m135,m145
m129,m145
m123,m146
m136,m146
m118,m147
m126,m147
m120,m148
m136,m148
m144,m149
m122,m149
m144,m150
m147,m150
m140,m151
m135,m151
m133,m152
m150,m152
m140,m153
m129,m153
m132,m154
m125,m154
m153,m155
m128,m155
m131,m156
m134,m156
m148,m157
m144,m157
m144,m158
m133,m158
m134,m159
m132,m159
m137,m160
m143,m160
m158,m161
m136,m161
m145,m162
m149,m162
m157,m163
m147,m163
m141,m164
m157,m164
m164,m165
m153,m165
m145,m166
m139,m166
m164,m167
m146,m167
m158,m168
m155,m168
m160,m169
m151,m169
m148,m170
m167,m170
m164,m171
m153,m171
m165,m172
m145,m172
m168,m173
m168,m173
m168,m174
m162,m174
m145,m175
m155,m175
m159,m176
m146,m176
m167,m177
m154,m177
m171,m178
m159,m178
m158,m179
m158,m179
m164,m180
m169,m180
m171,m181
m156,m181
m153,m182
m177,m182
m160,m183
m165,m183
m177,m184
m157,m184
m160,m185
m171,m185
m170,m186
m159,m186
m174,m187
m166,m187
m165,m188
m175,m188
m168,m189
m178,m189
m167,m190
m165,m190
m189,m191
m170,m191
m36,o192
m37,o193
m38,o194
m46,o195
m47,o196
m57,o197
m67,o198
m71,o199
m74,o200
m83,o201
m86,o202
m91,o203
m94,o204
m97,o205
m114,o206
m124,o207
m138,o208
m142,o209
m152,o210
m161,o211
m163,o212
m172,o213
m173,o214
m176,o215
m179,o216
m180,o217
m181,o218
m182,o219
m183,o220
m184,o221
m185,o222
m186,o223
m187,o224
m188,o225
m190,o226
m191,o227
