source,target
in2,m18
in17,m18
in12,m19
in6,m19
in14,m20
m19,m20
in15,m21
in8,m21
in7,m22
in15,m22
in15,m23
in9,m23
m23,m24
in7,m24
in13,m25
in8,m25
m22,m26
m19,m26
m20,m27
m23,m27
in12,m28
m22,m28
m22,m29
in12,m29
m28,m30
m24,m30
m30,m31
m25,m31
in16,m32
in16,m32
m19,m33
m26,m33
m26,m34
m32,m34
m29,m35
m25,m35
m28,m36
m27,m36
m27,m37
m20,m37
m31,m38
m33,m38
m24,m39
m38,m39
m38,m40
m34,m40
m29,m41
m38,m41
m29,m42
m40,m42
m37,m43
m33,m43
m37,m44
m27,m44
m41,m45
m37,m45
m38,m46
m45,m46
m37,m47
m33,m47
m31,m48
m44,m48
m35,m49
m33,m49
m39,m50
m45,m50
m45,m51
m42,m51
m47,m52
m36,m52
m49,m53
m44,m53
m39,m54
m46,m54
m52,m55
m45,m55
m49,m56
m48,m56
m53,m57
m45,m57
m51,m58
m41,m58
m44,m59
m51,m59
m49,m60
m56,m60
m49,m61
m54,m61
m52,m62
m50,m62
m52,m63
m53,m63
m63,m64
m59,m64
m60,m65
m62,m65
m53,m66
m65,m66
m66,m67
m57,m67
m59,m68
m62,m68
m67,m69
m57,m69
m68,m70
m66,m70
m69,m71
m62,m71
m66,m72
m69,m72
m59,m73
m65,m73
m66,m74
m62,m74
m58,m75
m74,m75
m72,m76
m65,m76
m72,m77
m62,m77
m70,m78
m75,m78
m75,m79
m62,m79
m66,m80
m71,m80
m70,m81
m78,m81
m75,m82
m67,m82
m80,m83
m74,m83
m81,m84
m75,m84
m82,m85
m75,m85
m80,m86
m79,m86
m71,m87
m85,m87
m77,m88
m86,m88
m78,m89
m75,m89
m79,m90
m84,m90
m18,o91
m21,o92
m43,o93
m55,o94
m61,o95
m64,o96
m73,o97
m76,o98
m83,o99
m87,o100
m88,o101
m89,o102
m90,o103
