source,target
in4,m23
in9,m23
in20,m24
in17,m24
in9,m25
in12,m25
in14,m26
in8,m26
in9,m27
in16,m27
in18,m28
m26,m28
in7,m29
in8,m29
in20,m30
in20,m30
m25,m31
in20,m31
in18,m32
m25,m32
m28,m33
in18,m33
in14,m34
m24,m34
in19,m35
in19,m35
m32,m36
m30,m36
m32,m37
in22,m37
m25,m38
m23,m38
m28,m39
in17,m39
m27,m40
m38,m40
m23,m41
m34,m41
m37,m42
m24,m42
m40,m43
m36,m43
m25,m44
m24,m44
m43,m45
m38,m45
m37,m46
m28,m46
m45,m47
m29,m47
m29,m48
m40,m48
m41,m49
m40,m49
m37,m50
m45,m50
m50,m51
m36,m51
m34,m52
m48,m52
m50,m53
m41,m53
m33,m54
m41,m54
m44,m55
m38,m55
m35,m56
m50,m56
m51,m57
m54,m57
m48,m58
m41,m58
m45,m59
m56,m59
m42,m60
m51,m60
m44,m61
m44,m61
m48,m62
m57,m62
m62,m63
m54,m63
m43,m64
m56,m64
m59,m65
m48,m65
m46,m66
m45,m66
m48,m67
m62,m67
m63,m68
m60,m68
m60,m69
m66,m69
m57,m70
m55,m70
m51,m71
m64,m71
m61,m72
m61,m72
m68,m73
m61,m73
m62,m74
m55,m74
m72,m75
m58,m75
m72,m76
m60,m76
m76,m77
m72,m77
m57,m78
m66,m78
m77,m79
m57,m79
m72,m80
m60,m80
m67,m81
m80,m81
m62,m82
m74,m82
m79,m83
m77,m83
m75,m84
m70,m84
m64,m85
m70,m85
m74,m86
m78,m86
m79,m87
m71,m87
m70,m88
m71,m88
m71,m89
m78,m89
m88,m90
m81,m90
m90,m91
m82,m91
m72,m92
m70,m92
m79,m93
m81,m93
m75,m94
m83,m94
m79,m95
m89,m95
m76,m96
m92,m96
m94,m97
m90,m97
m90,m98
m77,m98
m88,m99
m85,m99
m82,m100
m88,m100
m93,m101
m84,m101
m93,m102
m80,m102
m31,o103
m39,o104
m47,o105
m49,o106
m52,o107
m53,o108
m65,o109
m69,o110
m73,o111
m86,o112
m87,o113
m91,o114
m95,o115
m96,o116
m97,o117
m98,o118
m99,o119
m100,o120
m101,o121
m102,o122
