source,target
in15,m22
in1,m22
in19,m23
in4,m23
in16,m24
in3,m24
in8,m25
in14,m25
in10,m26
m22,m26
in13,m27
m25,m27
in18,m28
in19,m28
in11,m29
in15,m29
m23,m30
in14,m30
in16,m31
m25,m31
m24,m32
in16,m32
m30,m33
in18,m33
m30,m34
in15,m34
m22,m35
m23,m35
m31,m36
m23,m36
in19,m37
m33,m37
m31,m38
m32,m38
m34,m39
m37,m39
m33,m40
m31,m40
m24,m41
m31,m41
m29,m42
m31,m42
m38,m43
m41,m43
m23,m44
m32,m44
m39,m45
m38,m45
m25,m46
m33,m46
m44,m47
m28,m47
m34,m48
m41,m48
m41,m49
m42,m49
m42,m50
m48,m50
m42,m51
m48,m51
m32,m52
m31,m52
m39,m53
m37,m53
m47,m54
m46,m54
m35,m55
m42,m55
m44,m56
m44,m56
m47,m57
m42,m57
m53,m58
m55,m58
m39,m59
m38,m59
m54,m60
m51,m60
m50,m61
m40,m61
m52,m62
m42,m62
m53,m63
m44,m63
m60,m64
m43,m64
m62,m65
m49,m65
m62,m66
m60,m66
m59,m67
m58,m67
m61,m68
m66,m68
m54,m69
m50,m69
m50,m70
m59,m70
m56,m71
m64,m71
m52,m72
m68,m72
m52,m73
m67,m73
m73,m74
m66,m74
m65,m75
m57,m75
m66,m76
m68,m76
m58,m77
m73,m77
m61,m78
m62,m78
m69,m79
m60,m79
m77,m80
m69,m80
m70,m81
m74,m81
m71,m82
m71,m82
m69,m83
m72,m83
m77,m84
m78,m84
m83,m85
m76,m85
m66,m86
m67,m86
m79,m87
m79,m87
m74,m88
m82,m88
m75,m89
m80,m89
m72,m90
m81,m90
m79,m91
m84,m91
m73,m92
m79,m92
m88,m93
m80,m93
m76,m94
m83,m94
m91,m95
m81,m95
m81,m96
m91,m96
m96,m97
m90,m97
m94,m98
m89,m98
m83,m99
m98,m99
m97,m100
m97,m100
m95,m101
m90,m101
m85,m102
m88,m102
m87,m103
m96,m103
m90,m104
m97,m104
m93,m105
m92,m105
m90,m106
m99,m106
m102,m107
m86,m107
m103,m108
m89,m108
m91,m109
m99,m109
m103,m110
m107,m110
m26,o111
m27,o112
m36,o113
m45,o114
m63,o115
m100,o116
m101,o117
m104,o118
m105,o119
m106,o120
m108,o121
m109,o122
m110,o123
