source,target
in14,m23
in21,m23
in13,m24
in5,m24
in4,m25
in7,m25
in17,m26
in21,m26
in11,m27
in18,m27
in6,m28
in10,m28
in10,m29
m25,m29
in18,m30
in21,m30
m26,m31
m25,m31
in18,m32
in12,m32
in14,m33
m31,m33
m24,m34
in18,m34
in20,m35
m28,m35
in18,m36
m30,m36
m31,m37
m30,m37
m32,m38
m35,m38
m29,m39
m34,m39
m32,m40
m26,m40
m29,m41
in22,m41
in22,m42
m39,m42
in22,m43
m38,m43
m42,m44
m27,m44
m39,m45
m32,m45
m32,m46
m27,m46
m39,m47
m37,m47
m37,m48
m30,m48
m40,m49
m44,m49
m39,m50
m32,m50
m46,m51
m38,m51
m45,m52
m34,m52
m34,m53
m37,m53
m42,m54
m53,m54
m54,m55
m47,m55
m38,m56
m52,m56
m35,m57
m36,m57
m56,m58
m42,m58
m45,m59
m43,m59
m40,m60
m40,m60
m50,m61
m46,m61
m60,m62
m56,m62
m47,m63
m46,m63
m46,m64
m53,m64
m52,m65
m44,m65
m59,m66
m54,m66
m51,m67
m64,m67
m50,m68
m59,m68
m47,m69
m65,m69
m64,m70
m67,m70
m63,m71
m51,m71
m53,m72
m69,m72
m64,m73
m57,m73
m69,m74
m67,m74
m60,m75
m72,m75
m57,m76
m66,m76
m72,m77
m73,m77
m68,m78
m75,m78
m65,m79
m64,m79
m69,m80
m61,m80
m75,m81
m76,m81
m63,m82
m60,m82
m74,m83
m72,m83
m66,m84
m69,m84
m70,m85
m78,m85
m64,m86
m79,m86
m84,m87
m84,m87
m81,m88
m86,m88
m71,m89
m85,m89
m84,m90
m83,m90
m83,m91
m84,m91
m88,m92
m72,m92
m82,m93
m83,m93
m84,m94
m93,m94
m75,m95
m89,m95
m92,m96
m82,m96
m87,m97
m87,m97
m92,m98
m87,m98
m87,m99
m97,m99
m88,m100
m93,m100
m100,m101
m98,m101
m83,m102
m88,m102
m83,m103
m86,m103
m93,m104
m99,m104
m94,m105
m85,m105
m96,m106
m85,m106
m97,m107
m94,m107
m93,m108
m92,m108
m108,m109
m106,m109
m92,m110
m102,m110
m106,m111
m102,m111
m108,m112
m106,m112
m112,m113
m91,m113
m111,m114
m107,m114
m103,m115
m105,m115
m105,m116
m107,m116
m101,m117
m111,m117
m101,m118
m100,m118
m109,m119
m110,m119
m104,m120
m111,m120
m110,m121
m106,m121
m104,m122
m109,m122
m113,m123
m106,m123
m118,m124
m123,m124
m119,m125
m120,m125
m109,m126
m119,m126
m116,m127
m126,m127
m110,m128
m111,m128
m122,m129
m123,m129
m111,m130
m126,m130
m118,m131
m123,m131
m130,m132
m120,m132
m123,m133
m112,m133
m113,m134
m123,m134
m133,m135
m113,m135
m135,m136
m126,m136
m118,m137
m124,m137
m129,m138
m127,m138
m118,m139
m118,m139
m119,m140
m125,m140
m123,m141
m130,m141
m141,m142
m138,m142
m123,m143
m142,m143
m140,m144
m122,m144
m139,m145
m142,m145
m142,m146
m138,m146
m139,m147
m125,m147
m145,m148
m147,m148
m133,m149
m134,m149
m135,m150
m146,m150
m145,m151
m135,m151
m141,m152
m139,m152
m138,m153
m139,m153
m146,m154
m141,m154
m133,m155
m144,m155
m148,m156
m146,m156
m155,m157
m146,m157
m152,m158
m151,m158
m150,m159
m144,m159
m140,m160
m155,m160
m160,m161
m153,m161
m160,m162
m148,m162
m151,m163
m141,m163
m150,m164
m159,m164
m152,m165
m156,m165
m158,m166
m158,m166
m148,m167
m147,m167
m167,m168
m149,m168
m157,m169
m148,m169
m156,m170
m150,m170
m151,m171
m157,m171
m167,m172
m161,m172
m166,m173
m166,m173
m166,m174
m164,m174
m159,m175
m156,m175
m169,m176
m171,m176
m158,m177
m158,m177
m166,m178
m156,m178
m173,m179
m164,m179
m165,m180
m165,m180
m176,m181
m169,m181
m179,m182
m176,m182
m180,m183
m165,m183
m177,m184
m166,m184
m171,m185
m184,m185
m180,m186
m167,m186
m186,m187
m185,m187
m23,o188
m33,o189
m41,o190
m48,o191
m49,o192
m55,o193
m58,o194
m62,o195
m77,o196
m80,o197
m90,o198
m95,o199
m114,o200
m115,o201
m117,o202
m121,o203
m128,o204
m131,o205
m132,o206
m136,o207
m137,o208
m143,o209
m154,o210
m162,o211
m163,o212
m168,o213
m170,o214
m172,o215
m174,o216
m175,o217
m178,o218
m181,o219
m182,o220
m183,o221
m187,o222
