source,target
in11,m14
in4,m14
in7,m15
in3,m15
in11,m16
in6,m16
in8,m17
in5,m17
m14,m18
in11,m18
m16,m19
m17,m19
in9,m20
in8,m20
in11,m21
m19,m21
m15,m22
m16,m22
in12,m23
m22,m23
m14,m24
in12,m24
m15,m25
m17,m25
in13,m26
m15,m26
m19,m27
m22,m27
m24,m28
m19,m28
m28,m29
m18,m29
m21,m30
m21,m30
m20,m31
m21,m31
m22,m32
m29,m32
m28,m33
m21,m33
m28,m34
m29,m34
m24,m35
m22,m35
m25,m36
m29,m36
m30,m37
m29,m37
m27,m38
m26,m38
m35,m39
m31,m39
m31,m40
m35,m40
m35,m41
m33,m41
m29,m42
m33,m42
m35,m43
m31,m43
m43,m44
m41,m44
m44,m45
m39,m45
m36,m46
m38,m46
m38,m47
m40,m47
m41,m48
m39,m48
m44,m49
m43,m49
m42,m50
m47,m50
m40,m51
m43,m51
m42,m52
m43,m52
m43,m53
m47,m53
m49,m54
m42,m54
m53,m55
m49,m55
m47,m56
m47,m56
m56,m57
m51,m57
m49,m58
m46,m58
m58,m59
m56,m59
m57,m60
m50,m60
m58,m61
m50,m61
m56,m62
m54,m62
m62,m63
m50,m63
m57,m64
m58,m64
m57,m65
m62,m65
m63,m66
m62,m66
m66,m67
m59,m67
m63,m68
m65,m68
m61,m69
m57,m69
m67,m70
m57,m70
m69,m71
m62,m71
m65,m72
m67,m72
m64,m73
m72,m73
m62,m74
m69,m74
m23,o75
m32,o76
m34,o77
m37,o78
m45,o79
m48,o80
m52,o81
m55,o82
m60,o83
m68,o84
m70,o85
m71,o86
m73,o87
m74,o88
