source,target
in11,m12
in11,m12
in8,m13
in3,m13
in10,m14
in4,m14
in5,m15
in5,m15
m12,m16
in8,m16
m13,m17
in11,m17
m14,m18
m17,m18
m13,m19
in9,m19
in10,m20
m13,m20
in11,m21
m15,m21
m15,m22
m15,m22
m19,m23
m16,m23
m17,m24
m13,m24
m19,m25
m22,m25
m25,m26
m21,m26
m21,m27
m18,m27
m22,m28
m17,m28
m18,m29
m19,m29
m28,m30
m27,m30
m20,m31
m22,m31
m29,m32
m24,m32
m24,m33
m28,m33
m30,m34
m29,m34
m25,m35
m33,m35
m30,m36
m26,m36
m34,m37
m31,m37
m35,m38
m31,m38
m31,m39
m36,m39
m30,m40
m33,m40
m35,m41
m38,m41
m31,m42
m39,m42
m39,m43
m32,m43
m33,m44
m43,m44
m42,m45
m44,m45
m43,m46
m45,m46
m40,m47
m38,m47
m47,m48
m47,m48
m46,m49
m42,m49
m46,m50
m39,m50
m41,m51
m49,m51
m51,m52
m43,m52
m50,m53
m42,m53
m51,m54
m51,m54
m46,m55
m45,m55
m52,m56
m46,m56
m47,m57
m49,m57
m56,m58
m56,m58
m48,m59
m50,m59
m59,m60
m52,m60
m54,m61
m60,m61
m52,m62
m57,m62
m54,m63
m54,m63
m54,m64
m54,m64
m64,m65
m63,m65
m56,m66
m60,m66
m62,m67
m62,m67
m62,m68
m58,m68
m58,m69
m61,m69
m63,m70
m68,m70
m70,m71
m66,m71
m65,m72
m71,m72
m65,m73
m64,m73
m67,m74
m67,m74
m74,m75
m74,m75
m66,m76
m70,m76
m75,m77
m72,m77
m68,m78
m77,m78
m76,m79
m69,m79
m70,m80
m79,m80
m75,m81
m72,m81
m73,m82
m76,m82
m77,m83
m75,m83
m83,m84
m74,m84
m80,m85
m76,m85
m75,m86
m77,m86
m80,m87
m82,m87
m78,m88
m83,m88
m88,m89
m87,m89
m89,m90
m82,m90
m82,m91
m87,m91
m86,m92
m89,m92
m87,m93
m87,m93
m93,m94
m87,m94
m91,m95
m85,m95
m87,m96
m85,m96
m91,m97
m90,m97
m95,m98
m93,m98
m93,m99
m91,m99
m95,m100
m99,m100
m23,o101
m37,o102
m53,o103
m55,o104
m81,o105
m84,o106
m92,o107
m94,o108
m96,o109
m97,o110
m98,o111
m100,o112
