source,target
in18,m19
in13,m19
in17,m20
in14,m20
in9,m21
in11,m21
m19,m22
in14,m22
in7,m23
in18,m23
in10,m24
in15,m24
in17,m25
in7,m25
m23,m26
m24,m26
m19,m27
in12,m27
in15,m28
m22,m28
in17,m29
m28,m29
m22,m30
m22,m30
m24,m31
in14,m31
in15,m32
m20,m32
m32,m33
m31,m33
in16,m34
m28,m34
m19,m35
m25,m35
m34,m36
m26,m36
m29,m37
m26,m37
m22,m38
m25,m38
m24,m39
m28,m39
m38,m40
m29,m40
m28,m41
m24,m41
m32,m42
m31,m42
m37,m43
m33,m43
m30,m44
m29,m44
m40,m45
m41,m45
m39,m46
m40,m46
m42,m47
m34,m47
m32,m48
m39,m48
m31,m49
m47,m49
m47,m50
m40,m50
m44,m51
m43,m51
m39,m52
m44,m52
m48,m53
m51,m53
m38,m54
m46,m54
m44,m55
m38,m55
m51,m56
m38,m56
m51,m57
m49,m57
m46,m58
m44,m58
m44,m59
m51,m59
m53,m60
m52,m60
m43,m61
m52,m61
m46,m62
m52,m62
m51,m63
m60,m63
m62,m64
m54,m64
m52,m65
m51,m65
m61,m66
m55,m66
m65,m67
m51,m67
m67,m68
m64,m68
m52,m69
m64,m69
m55,m70
m59,m70
m55,m71
m65,m71
m71,m72
m59,m72
m61,m73
m67,m73
m66,m74
m62,m74
m63,m75
m61,m75
m71,m76
m68,m76
m73,m77
m70,m77
m62,m78
m66,m78
m72,m79
m68,m79
m75,m80
m71,m80
m75,m81
m79,m81
m77,m82
m76,m82
m66,m83
m80,m83
m73,m84
m71,m84
m69,m85
m70,m85
m85,m86
m77,m86
m85,m87
m83,m87
m80,m88
m83,m88
m71,m89
m80,m89
m76,m90
m76,m90
m85,m91
m76,m91
m89,m92
m81,m92
m80,m93
m77,m93
m77,m94
m90,m94
m81,m95
m92,m95
m95,m96
m84,m96
m96,m97
m81,m97
m82,m98
m89,m98
m88,m99
m96,m99
m98,m100
m88,m100
m83,m101
m97,m101
m86,m102
m89,m102
m99,m103
m90,m103
m101,m104
m99,m104
m100,m105
m96,m105
m89,m106
m92,m106
m102,m107
m104,m107
m92,m108
m96,m108
m105,m109
m108,m109
m96,m110
m105,m110
m105,m111
m102,m111
m104,m112
m98,m112
m97,m113
m101,m113
m106,m114
m113,m114
m106,m115
m110,m115
m114,m116
m115,m116
m112,m117
m100,m117
m108,m118
m114,m118
m103,m119
m103,m119
m114,m120
m112,m120
m103,m121
m119,m121
m119,m122
m105,m122
m116,m123
m121,m123
m123,m124
m122,m124
m121,m125
m116,m125
m114,m126
m109,m126
m109,m127
m123,m127
m119,m128
m122,m128
m116,m129
m112,m129
m127,m130
m112,m130
m125,m131
m121,m131
m130,m132
m114,m132
m130,m133
m122,m133
m129,m134
m129,m134
m129,m135
m125,m135
m130,m136
m134,m136
m128,m137
m127,m137
m133,m138
m123,m138
m131,m139
m129,m139
m133,m140
m127,m140
m124,m141
m127,m141
m136,m142
m128,m142
m132,m143
m137,m143
m141,m144
m143,m144
m134,m145
m139,m145
m131,m146
m142,m146
m140,m147
m139,m147
m133,m148
m139,m148
m143,m149
m140,m149
m149,m150
m149,m150
m143,m151
m149,m151
m136,m152
m135,m152
m145,m153
m138,m153
m141,m154
m140,m154
m153,m155
m145,m155
m149,m156
m143,m156
m152,m157
m151,m157
m141,m158
m155,m158
m147,m159
m144,m159
m153,m160
m157,m160
m147,m161
m155,m161
m145,m162
m150,m162
m158,m163
m153,m163
m146,m164
m162,m164
m162,m165
m150,m165
m21,o166
m27,o167
m35,o168
m36,o169
m45,o170
m50,o171
m56,o172
m57,o173
m58,o174
m74,o175
m78,o176
m87,o177
m91,o178
m93,o179
m94,o180
m107,o181
m111,o182
m117,o183
m118,o184
m120,o185
m126,o186
m148,o187
m154,o188
m156,o189
m159,o190
m160,o191
m161,o192
m163,o193
m164,o194
m165,o195
