source,target
in15,m22
in9,m22
in18,m23
in7,m23
in5,m24
in4,m24
m23,m25
m22,m25
m24,m26
in13,m26
in8,m27
in10,m27
m23,m28
m24,m28
in10,m29
in11,m29
m25,m30
in18,m30
in13,m31
m27,m31
m22,m32
m26,m32
in21,m33
in15,m33
m24,m34
m26,m34
m25,m35
in21,m35
m32,m36
in17,m36
m23,m37
m29,m37
m33,m38
m29,m38
m28,m39
m33,m39
m35,m40
m24,m40
m40,m41
m39,m41
m23,m42
m36,m42
m30,m43
m24,m43
m35,m44
m29,m44
m43,m45
m24,m45
m38,m46
m31,m46
m42,m47
m46,m47
m31,m48
m36,m48
m48,m49
m44,m49
m49,m50
m44,m50
m31,m51
m44,m51
m49,m52
m37,m52
m37,m53
m40,m53
m41,m54
m35,m54
m45,m55
m44,m55
m43,m56
m38,m56
m49,m57
m37,m57
m39,m58
m57,m58
m55,m59
m56,m59
m53,m60
m39,m60
m51,m61
m42,m61
m51,m62
m47,m62
m56,m63
m46,m63
m59,m64
m62,m64
m64,m65
m64,m65
m48,m66
m61,m66
m60,m67
m50,m67
m47,m68
m58,m68
m68,m69
m60,m69
m69,m70
m55,m70
m67,m71
m68,m71
m51,m72
m54,m72
m57,m73
m71,m73
m54,m74
m62,m74
m60,m75
m56,m75
m68,m76
m69,m76
m67,m77
m59,m77
m65,m78
m73,m78
m73,m79
m64,m79
m62,m80
m73,m80
m67,m81
m74,m81
m78,m82
m68,m82
m77,m83
m71,m83
m75,m84
m70,m84
m80,m85
m72,m85
m67,m86
m66,m86
m73,m87
m66,m87
m67,m88
m73,m88
m79,m89
m80,m89
m83,m90
m73,m90
m84,m91
m89,m91
m75,m92
m90,m92
m91,m93
m89,m93
m93,m94
m80,m94
m91,m95
m93,m95
m87,m96
m93,m96
m76,m97
m78,m97
m87,m98
m79,m98
m95,m99
m97,m99
m84,m100
m90,m100
m88,m101
m90,m101
m84,m102
m100,m102
m91,m103
m83,m103
m91,m104
m99,m104
m84,m105
m103,m105
m98,m106
m101,m106
m106,m107
m92,m107
m105,m108
m101,m108
m93,m109
m103,m109
m106,m110
m104,m110
m104,m111
m95,m111
m111,m112
m98,m112
m98,m113
m104,m113
m112,m114
m96,m114
m113,m115
m100,m115
m97,m116
m100,m116
m116,m117
m101,m117
m106,m118
m106,m118
m111,m119
m102,m119
m101,m120
m109,m120
m120,m121
m108,m121
m101,m122
m115,m122
m103,m123
m111,m123
m122,m124
m105,m124
m112,m125
m111,m125
m106,m126
m111,m126
m122,m127
m118,m127
m121,m128
m123,m128
m108,m129
m108,m129
m122,m130
m127,m130
m119,m131
m110,m131
m118,m132
m115,m132
m132,m133
m114,m133
m122,m134
m126,m134
m118,m135
m118,m135
m130,m136
m133,m136
m117,m137
m118,m137
m123,m138
m130,m138
m130,m139
m133,m139
m126,m140
m130,m140
m134,m141
m133,m141
m136,m142
m134,m142
m129,m143
m123,m143
m139,m144
m124,m144
m134,m145
m141,m145
m129,m146
m128,m146
m127,m147
m127,m147
m142,m148
m139,m148
m129,m149
m135,m149
m131,m150
m132,m150
m142,m151
m132,m151
m145,m152
m132,m152
m149,m153
m151,m153
m137,m154
m134,m154
m146,m155
m138,m155
m151,m156
m149,m156
m156,m157
m142,m157
m142,m158
m152,m158
m140,m159
m145,m159
m159,m160
m148,m160
m147,m161
m146,m161
m148,m162
m150,m162
m151,m163
m150,m163
m162,m164
m154,m164
m161,m165
m163,m165
m150,m166
m153,m166
m148,m167
m152,m167
m156,m168
m160,m168
m166,m169
m152,m169
m154,m170
m158,m170
m157,m171
m159,m171
m151,m172
m167,m172
m158,m173
m153,m173
m165,m174
m155,m174
m155,m175
m163,m175
m168,m176
m162,m176
m169,m177
m163,m177
m157,m178
m167,m178
m168,m179
m170,m179
m167,m180
m159,m180
m180,m181
m161,m181
m170,m182
m175,m182
m178,m183
m163,m183
m166,m184
m165,m184
m169,m185
m169,m185
m165,m186
m184,m186
m170,m187
m182,m187
m178,m188
m187,m188
m182,m189
m186,m189
m173,m190
m175,m190
m173,m191
m187,m191
m182,m192
m182,m192
m190,m193
m172,m193
m178,m194
m175,m194
m175,m195
m189,m195
m176,m196
m195,m196
m195,m197
m192,m197
m179,m198
m177,m198
m180,m199
m198,m199
m183,m200
m190,m200
m189,m201
m190,m201
m188,m202
m197,m202
m187,m203
m200,m203
m198,m204
m186,m204
m204,m205
m194,m205
m203,m206
m200,m206
m201,m207
m198,m207
m196,m208
m202,m208
m205,m209
m190,m209
m204,m210
m196,m210
m204,m211
m195,m211
m211,m212
m204,m212
m212,m213
m192,m213
m206,m214
m195,m214
m204,m215
m212,m215
m210,m216
m214,m216
m34,o217
m52,o218
m63,o219
m81,o220
m82,o221
m85,o222
m86,o223
m94,o224
m107,o225
m125,o226
m143,o227
m144,o228
m164,o229
m171,o230
m174,o231
m181,o232
m185,o233
m191,o234
m193,o235
m199,o236
m207,o237
m208,o238
m209,o239
m213,o240
m215,o241
m216,o242
