source,target
in21,m27
in23,m27
in14,m28
in25,m28
in21,m29
m27,m29
in23,m30
in19,m30
in6,m31
m28,m31
in22,m32
m29,m32
m30,m33
in8,m33
in25,m34
in23,m34
in24,m35
in23,m35
in11,m36
in15,m36
m30,m37
m36,m37
in20,m38
m37,m38
m32,m39
in26,m39
in26,m40
in15,m40
in24,m41
m39,m41
in26,m42
m41,m42
in18,m43
in20,m43
m27,m44
m29,m44
m40,m45
m29,m45
m35,m46
m43,m46
m30,m47
m38,m47
m39,m48
m46,m48
m33,m49
m34,m49
m46,m50
m29,m50
m34,m51
m36,m51
m42,m52
m38,m52
m49,m53
m42,m53
m49,m54
m32,m54
m52,m55
m47,m55
m51,m56
m31,m56
m53,m57
m54,m57
m53,m58
m55,m58
m52,m59
m52,m59
m49,m60
m57,m60
m37,m61
m57,m61
m41,m62
m58,m62
m54,m63
m62,m63
m58,m64
m55,m64
m55,m65
m51,m65
m59,m66
m56,m66
m50,m67
m41,m67
m63,m68
m51,m68
m52,m69
m50,m69
m47,m70
m58,m70
m59,m71
m63,m71
m55,m72
m58,m72
m70,m73
m67,m73
m64,m74
m62,m74
m51,m75
m49,m75
m56,m76
m66,m76
m76,m77
m67,m77
m73,m78
m52,m78
m59,m79
m53,m79
m63,m80
m79,m80
m67,m81
m70,m81
m61,m82
m56,m82
m75,m83
m60,m83
m82,m84
m68,m84
m64,m85
m71,m85
m62,m86
m70,m86
m75,m87
m74,m87
m87,m88
m72,m88
m84,m89
m76,m89
m78,m90
m72,m90
m74,m91
m75,m91
m81,m92
m89,m92
m72,m93
m73,m93
m81,m94
m72,m94
m93,m95
m92,m95
m75,m96
m75,m96
m92,m97
m86,m97
m77,m98
m80,m98
m77,m99
m76,m99
m89,m100
m97,m100
m99,m101
m86,m101
m81,m102
m83,m102
m90,m103
m102,m103
m91,m104
m95,m104
m83,m105
m101,m105
m81,m106
m90,m106
m97,m107
m103,m107
m105,m108
m106,m108
m95,m109
m85,m109
m108,m110
m91,m110
m86,m111
m90,m111
m97,m112
m105,m112
m97,m113
m102,m113
m98,m114
m99,m114
m112,m115
m100,m115
m113,m116
m98,m116
m98,m117
m95,m117
m108,m118
m94,m118
m109,m119
m117,m119
m101,m120
m113,m120
m100,m121
m114,m121
m120,m122
m117,m122
m116,m123
m103,m123
m118,m124
m116,m124
m106,m125
m116,m125
m120,m126
m104,m126
m120,m127
m124,m127
m119,m128
m120,m128
m115,m129
m107,m129
m108,m130
m125,m130
m127,m131
m123,m131
m116,m132
m115,m132
m121,m133
m109,m133
m108,m134
m125,m134
m124,m135
m131,m135
m121,m136
m112,m136
m125,m137
m124,m137
m132,m138
m133,m138
m120,m139
m118,m139
m119,m140
m129,m140
m123,m141
m128,m141
m44,o142
m45,o143
m48,o144
m65,o145
m69,o146
m88,o147
m96,o148
m110,o149
m111,o150
m122,o151
m126,o152
m130,o153
m134,o154
m135,o155
m136,o156
m137,o157
m138,o158
m139,o159
m140,o160
m141,o161
