id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
in100,1,0,0,0,1,1,1,1,1,0,0
in101,1,0,0,0,1,1,1,1,1,0,0
in103,1,0,0,0,1,1,1,1,1,0,0
in106,1,0,0,0,1,1,1,1,1,0,0
in111,1,0,0,0,1,1,1,1,1,0,0
in112,1,0,0,0,1,1,1,1,1,0,0
in116,1,0,0,0,1,1,1,1,1,0,0
in121,1,0,0,0,1,1,1,1,1,0,0
in122,1,0,0,0,1,1,1,1,1,0,0
in126,1,0,0,0,1,1,1,1,1,0,0
in131,1,0,0,0,1,1,1,1,1,0,0
in132,1,0,0,0,1,1,1,1,1,0,0
in133,1,0,0,0,1,1,1,1,1,0,0
in135,1,0,0,0,1,1,1,1,1,0,0
in138,1,0,0,0,1,1,1,1,1,0,0
in142,1,0,0,0,1,1,1,1,1,0,0
in143,1,0,0,0,1,1,1,1,1,0,0
in147,1,0,0,0,1,1,1,1,1,0,0
in151,1,0,0,0,1,1,1,1,1,0,0
in152,1,0,0,0,1,1,1,1,1,0,0
in156,1,0,0,0,1,1,1,1,1,0,0
in160,1,0,0,0,1,1,1,1,1,0,0
in161,1,0,0,0,1,1,1,1,1,0,0
in162,1,0,0,0,1,1,1,1,1,0,0
in164,1,0,0,0,1,1,1,1,1,0,0
in167,1,0,0,0,1,1,1,1,1,0,0
in171,1,0,0,0,1,1,1,1,1,0,0
in172,1,0,0,0,1,1,1,1,1,0,0
in176,1,0,0,0,1,1,1,1,1,0,0
in180,1,0,0,0,1,1,1,1,1,0,0
in181,1,0,0,0,1,1,1,1,1,0,0
in185,1,0,0,0,1,1,1,1,1,0,0
in189,1,0,0,0,1,1,1,1,1,0,0
in190,1,0,0,0,1,1,1,1,1,0,0
in191,1,0,0,0,1,1,1,1,1,0,0
in193,1,0,0,0,1,1,1,1,1,0,0
in196,1,0,0,0,1,1,1,1,1,0,0
in200,1,0,0,0,1,1,1,1,1,0,0
in201,1,0,0,0,1,1,1,1,1,0,0
in205,1,0,0,0,1,1,1,1,1,0,0
in209,1,0,0,0,1,1,1,1,1,0,0
in210,1,0,0,0,1,1,1,1,1,0,0
in214,1,0,0,0,1,1,1,1,1,0,0
in227,1,0,0,0,1,1,1,1,1,0,0
in235,1,0,0,0,1,1,1,1,1,0,0
in242,1,0,0,0,1,1,1,1,1,0,0
in249,1,0,0,0,1,1,1,1,1,0,0
m102,0,0,1,0,1,1,1,1,1,1,0
m104,0,0,1,0,1,1,1,1,1,1,0
m105,0,1,0,0,1,1,1,1,1,0,0
m107,0,0,1,0,1,1,1,1,1,1,0
m108,0,0,1,0,1,1,1,1,1,1,0
m109,0,1,0,0,1,1,1,1,1,0,0
m113,0,0,1,0,1,1,1,1,1,1,0
m114,0,0,1,0,1,1,1,1,1,1,0
m115,0,1,0,0,1,1,1,1,1,0,0
m117,0,0,1,0,1,1,1,1,1,1,0
m118,0,0,1,0,1,1,1,1,1,1,0
m119,0,1,0,0,1,1,1,1,1,0,0
m123,0,0,1,0,1,1,1,1,1,1,0
m124,0,0,1,0,1,1,1,1,1,1,0
m125,0,1,0,0,1,1,1,1,1,0,0
m127,0,0,1,0,1,1,1,1,1,1,0
m128,0,0,1,0,1,1,1,1,1,1,0
m129,0,1,0,0,1,1,1,1,1,0,0
m134,0,0,1,0,1,1,1,1,1,1,0
m136,0,0,1,0,1,1,1,1,1,1,0
m137,0,1,0,0,1,1,1,1,1,0,0
m139,0,0,1,0,1,1,1,1,1,1,0
m140,0,0,1,0,1,1,1,1,1,1,0
m141,0,1,0,0,1,1,1,1,1,0,0
m144,0,0,1,0,1,1,1,1,1,1,0
m145,0,0,1,0,1,1,1,1,1,1,0
m146,0,1,0,0,1,1,1,1,1,0,0
m148,0,0,1,0,1,1,1,1,1,1,0
m149,0,0,1,0,1,1,1,1,1,1,0
m150,0,1,0,0,1,1,1,1,1,0,0
m153,0,0,1,0,1,1,1,1,1,1,0
m154,0,0,1,0,1,1,1,1,1,1,0
m155,0,1,0,0,1,1,1,1,1,0,0
m157,0,0,1,0,1,1,1,1,1,1,0
m158,0,0,1,0,1,1,1,1,1,1,0
m159,0,1,0,0,1,1,1,1,1,0,0
m163,0,0,1,0,1,1,1,1,1,1,0
m165,0,0,1,0,1,1,1,1,1,1,0
m166,0,1,0,0,1,1,1,1,1,0,0
m168,0,0,1,0,1,1,1,1,1,1,0
m169,0,0,1,0,1,1,1,1,1,1,0
m170,0,1,0,0,1,1,1,1,1,0,0
m173,0,0,1,0,1,1,1,1,1,1,0
m174,0,0,1,0,1,1,1,1,1,1,0
m175,0,1,0,0,1,1,1,1,1,0,0
m177,0,0,1,0,1,1,1,1,1,1,0
m178,0,0,1,0,1,1,1,1,1,1,0
m179,0,1,0,0,1,1,1,1,1,0,0
m182,0,0,1,0,1,1,1,1,1,1,0
m183,0,0,1,0,1,1,1,1,1,1,0
m184,0,1,0,0,1,1,1,1,1,0,0
m186,0,0,1,0,1,1,1,1,1,1,0
m187,0,0,1,0,1,1,1,1,1,1,0
m188,0,1,0,0,1,1,1,1,1,0,0
m192,0,0,1,0,1,1,1,1,1,1,0
m194,0,0,1,0,1,1,1,1,1,1,0
m195,0,1,0,0,1,1,1,1,1,0,0
m197,0,0,1,0,1,1,1,1,1,1,0
m198,0,0,1,0,1,1,1,1,1,1,0
m199,0,1,0,0,1,1,1,1,1,0,0
