id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
in1,1,0,0,0,0,0,0,1,1,0,0
in2,1,0,0,0,0,0,1,0,1,0,0
in3,1,0,0,0,0,0,1,1,1,0,0
in4,1,0,0,0,0,1,0,0,1,0,0
in5,1,0,0,0,0,0,0,0,1,0,0
in6,1,0,0,0,0,1,0,0,0,0,0
m7,0,0,1,0,0,1,0,0,0,1,10
m8,0,0,1,0,0,0,1,1,0,1,0
m9,0,0,1,0,0,1,0,0,1,1,10
m10,0,0,1,0,0,0,0,1,1,1,0
m11,0,0,1,0,0,0,1,0,0,1,10
m12,0,0,1,0,0,0,0,1,0,1,0
m13,0,0,1,0,0,1,1,0,1,1,10
m14,0,0,1,0,0,1,0,0,1,1,10
m15,0,0,1,0,0,0,1,0,0,1,0
m16,0,0,1,0,0,0,1,1,0,1,10
m17,0,0,1,0,0,0,1,1,1,1,10
m18,0,0,1,0,0,0,1,0,0,1,10
m19,0,0,1,0,0,0,1,0,0,1,0
m20,0,1,0,0,0,0,1,1,0,0,0
m21,0,0,1,0,0,1,0,0,1,1,10
m22,0,0,1,0,0,1,0,0,1,1,10
m23,0,1,0,0,0,0,0,0,1,0,0
m24,0,0,1,0,0,0,1,1,1,1,10
m25,0,0,1,0,0,1,0,0,0,1,10
m26,0,0,1,0,0,1,0,1,1,1,10
m27,0,0,1,0,0,0,1,1,0,1,0
m28,0,1,0,0,0,1,0,0,0,0,0
m29,0,0,1,0,0,0,1,1,1,1,10
m30,0,0,1,0,0,1,1,0,1,1,10
m31,0,0,1,0,0,0,1,1,0,1,10
m32,0,0,1,0,0,0,1,1,0,1,0
m33,0,1,0,0,0,0,0,1,1,0,0
m34,0,0,1,0,0,0,0,1,0,1,10
m35,0,0,1,0,0,0,0,1,0,1,10
m36,0,0,1,0,0,0,1,0,1,1,10
m37,0,1,0,0,0,0,0,1,0,0,0
m38,0,1,0,0,0,1,0,0,0,0,0
m39,0,1,0,0,0,1,0,1,0,0,0
m40,0,0,1,0,0,0,0,1,1,1,10
m41,0,0,1,0,0,0,1,1,1,1,10
m42,0,0,1,0,0,1,0,0,0,1,0
m43,0,0,1,0,0,1,1,0,0,1,10
m44,0,0,1,0,0,1,1,0,0,1,0
m45,0,0,1,0,0,1,0,0,0,1,10
m46,0,0,1,0,0,0,0,1,0,1,10
m47,0,0,1,0,0,1,0,0,0,1,10
m48,0,0,1,0,0,0,1,1,0,1,10
m49,0,0,1,0,0,1,0,1,1,1,10
m50,0,0,1,0,0,1,0,1,0,1,10
m51,0,0,1,0,0,1,1,0,1,1,10
m52,0,1,0,0,0,0,1,0,0,0,0
m53,0,1,0,0,0,0,1,0,1,0,0
m54,0,1,0,0,0,0,1,1,1,0,0
m55,0,0,1,0,0,1,1,1,0,1,10
m56,0,0,1,0,0,1,1,1,0,1,10
m57,0,0,1,0,0,1,0,1,0,1,10
m58,0,0,1,0,0,0,1,1,0,1,10
m59,0,0,1,0,0,1,1,1,0,1,10
m60,0,1,0,0,0,1,0,1,0,0,0
m61,0,0,1,0,0,1,1,0,1,1,10
m62,0,0,1,0,0,1,0,1,0,1,10
m63,0,1,0,0,0,1,1,0,0,0,0
m64,0,0,1,0,0,1,1,1,1,1,10
m65,0,1,0,0,0,1,0,1,0,0,0
m66,0,0,1,0,0,0,1,1,0,1,10
m67,0,0,1,0,0,1,0,0,0,1,10
m68,0,0,1,0,0,1,0,1,1,1,10
m69,0,0,1,0,0,1,0,0,0,1,10
m70,0,1,0,0,0,1,0,1,1,0,0
m71,0,1,0,0,0,1,0,1,1,0,0
m72,0,0,1,0,0,1,0,1,1,1,10
m73,0,0,1,0,0,1,1,1,1,1,10
m74,0,0,1,0,0,1,1,0,0,1,10
m75,0,0,1,0,0,1,1,0,0,1,10
m76,0,0,1,0,0,0,1,1,1,1,0
m77,0,0,1,0,0,1,1,0,1,1,10
m78,0,0,1,0,0,0,1,1,1,1,10
m79,0,0,1,0,0,1,1,0,0,1,10
m80,0,1,0,0,0,0,1,1,1,0,0
m81,0,0,1,0,0,0,1,1,0,1,10
m82,0,0,1,0,0,1,1,1,0,1,10
m83,0,0,1,0,0,0,1,0,1,1,0
m84,0,0,1,0,0,1,1,0,1,1,10
m85,0,0,1,0,0,0,1,1,0,1,10
m86,0,0,1,0,0,1,1,1,0,1,10
m87,0,0,1,0,0,0,1,1,0,1,10
m88,0,1,0,0,0,1,1,1,0,0,0
m89,0,0,1,0,0,0,1,1,0,1,10
m90,0,0,1,0,0,1,0,0,1,1,10
m91,0,0,1,0,0,0,1,0,1,1,10
m92,0,0,1,0,0,0,0,1,0,1,0
m93,0,1,0,0,0,0,1,0,1,0,0
m94,0,0,1,0,0,0,1,1,0,1,10
m95,0,0,1,0,0,1,0,1,1,1,10
m96,0,0,1,0,0,0,1,0,0,1,0
m97,0,0,1,0,0,0,1,1,1,1,10
m98,0,0,1,0,0,0,0,1,0,1,10
m99,0,0,1,0,0,1,0,0,0,1,10
m100,0,1,0,0,0,0,1,0,1,0,0
m101,0,0,1,0,0,0,1,0,0,1,10
m102,0,0,1,0,0,0,0,1,0,1,10
m103,0,0,1,0,0,1,0,1,1,1,10
m104,0,0,1,0,0,0,1,0,1,1,10
m105,0,0,1,0,0,1,0,0,1,1,0
m106,0,0,1,0,0,0,0,1,0,1,10
m107,0,0,1,0,0,0,1,0,1,1,10
m108,0,0,1,0,0,0,0,0,1,1,10
m109,0,0,1,0,0,0,1,1,0,1,10
m110,0,0,1,0,0,0,1,1,0,1,10
m111,0,0,1,0,0,0,0,0,1,1,10
m112,0,0,1,0,0,0,0,0,1,1,10
m113,0,0,1,0,0,0,1,0,0,1,10
m114,0,1,0,0,0,1,0,0,0,0,0
m115,0,0,1,0,0,0,1,0,0,1,10
m116,0,1,0,0,0,0,0,1,1,0,0
m117,0,0,1,0,0,0,0,1,1,1,0
m118,0,0,1,0,0,0,0,1,1,1,10
m119,0,0,1,0,0,0,1,0,0,1,10
m120,0,0,1,0,0,0,1,0,0,1,10
m121,0,0,1,0,0,0,1,1,0,1,10
m122,0,0,1,0,0,0,1,0,1,1,10
m123,0,0,1,0,0,0,1,1,1,1,10
m124,0,0,1,0,0,0,1,1,1,1,10
m125,0,0,1,0,0,0,0,1,0,1,10
m126,0,0,1,0,0,1,0,0,0,1,10
m127,0,0,1,0,0,1,0,0,1,1,10
m128,0,1,0,0,0,1,0,0,1,0,0
m129,0,0,1,0,0,0,1,1,0,1,10
m130,0,1,0,0,0,0,1,1,1,0,0
m131,0,0,1,0,0,1,0,0,1,1,10
m132,0,0,1,0,0,0,0,1,1,1,0
m133,0,0,1,0,0,1,0,0,1,1,10
m134,0,0,1,0,0,0,1,0,0,1,10
m135,0,0,1,0,0,0,0,1,1,1,10
m136,0,0,1,0,0,1,0,0,1,1,10
m137,0,0,1,0,0,1,1,1,0,1,10
m138,0,0,1,0,0,0,1,1,0,1,10
m139,0,0,1,0,0,0,1,0,0,1,10
m140,0,0,1,0,0,0,1,1,0,1,10
m141,0,0,1,0,0,1,0,0,1,1,10
m142,0,0,1,0,0,0,1,0,0,1,10
m143,0,0,1,0,0,0,0,0,1,1,0
m144,0,0,1,0,0,1,1,0,0,1,10
m145,0,0,1,0,0,0,0,1,0,1,10
m146,0,0,1,0,0,0,1,0,0,1,10
m147,0,0,1,0,0,0,1,0,0,1,0
m148,0,0,1,0,0,1,1,0,0,1,0
m149,0,0,1,0,0,1,0,0,0,1,10
m150,0,0,1,0,0,0,0,1,1,1,10
m151,0,0,1,0,0,0,1,0,1,1,10
o152,0,0,0,1,0,0,0,0,0,0,0
o153,0,0,0,1,0,0,0,0,0,0,0
o154,0,0,0,1,0,0,0,0,0,0,0
o155,0,0,0,1,0,0,0,0,0,0,0
o156,0,0,0,1,0,0,0,0,0,0,0
o157,0,0,0,1,0,0,0,0,0,0,0
o158,0,0,0,1,0,0,0,0,0,0,0
o159,0,0,0,1,0,0,0,0,0,0,0
o160,0,0,0,1,0,0,0,0,0,0,0
o161,0,0,0,1,0,0,0,0,0,0,0
o162,0,0,0,1,0,0,0,0,0,0,0
o163,0,0,0,1,0,0,0,0,0,0,0
o164,0,0,0,1,0,0,0,0,0,0,0
o165,0,0,0,1,0,0,0,0,0,0,0
o166,0,0,0,1,0,0,0,0,0,0,0
o167,0,0,0,1,0,0,0,0,0,0,0
o168,0,0,0,1,0,0,0,0,0,0,0
o169,0,0,0,1,0,0,0,0,0,0,0
o170,0,0,0,1,0,0,0,0,0,0,0
