source,target
in17,m19
in8,m19
in9,m20
in18,m20
in3,m21
in5,m21
in18,m22
in14,m22
in14,m23
m19,m23
in16,m24
m23,m24
m24,m25
in18,m25
in9,m26
in15,m26
m24,m27
in9,m27
in13,m28
m21,m28
in13,m29
m19,m29
m26,m30
m29,m30
m19,m31
m30,m31
m29,m32
m22,m32
in17,m33
in15,m33
m20,m34
m19,m34
m31,m35
m33,m35
m23,m36
m19,m36
m34,m37
m20,m37
m33,m38
m32,m38
m35,m39
m33,m39
m39,m40
m28,m40
m24,m41
m25,m41
m24,m42
m35,m42
m31,m43
m42,m43
m38,m44
m42,m44
m37,m45
m29,m45
m30,m46
m43,m46
m33,m47
m29,m47
m34,m48
m37,m48
m46,m49
m37,m49
m36,m50
m47,m50
m41,m51
m45,m51
m41,m52
m35,m52
m36,m53
m35,m53
m44,m54
m44,m54
m52,m55
m51,m55
m43,m56
m47,m56
m54,m57
m51,m57
m55,m58
m46,m58
m54,m59
m51,m59
m27,o60
m40,o61
m48,o62
m49,o63
m50,o64
m53,o65
m56,o66
m57,o67
m58,o68
m59,o69
