source,target
in12,m13
in9,m13
in2,m14
in11,m14
in9,m15
in7,m15
m13,m16
in8,m16
in7,m17
m16,m17
m14,m18
in8,m18
m14,m19
m15,m19
m17,m20
m15,m20
m17,m21
in9,m21
m14,m22
m19,m22
m15,m23
m16,m23
m19,m24
m21,m24
m24,m25
m21,m25
m14,m26
m16,m26
m18,m27
m19,m27
m17,m28
m19,m28
m26,m29
m22,m29
m25,m30
m28,m30
m19,m31
m29,m31
m21,m32
m23,m32
m21,m33
m24,m33
m28,m34
m27,m34
m25,m35
m25,m35
m30,m36
m34,m36
m25,m37
m28,m37
m26,m38
m30,m38
m37,m39
m38,m39
m32,m40
m29,m40
m31,m41
m37,m41
m38,m42
m35,m42
m31,m43
m37,m43
m32,m44
m36,m44
m42,m45
m33,m45
m41,m46
m44,m46
m40,m47
m37,m47
m40,m48
m36,m48
m45,m49
m43,m49
m43,m50
m40,m50
m40,m51
m42,m51
m40,m52
m51,m52
m43,m53
m44,m53
m49,m54
m50,m54
m52,m55
m47,m55
m51,m56
m47,m56
m55,m57
m47,m57
m49,m58
m57,m58
m51,m59
m50,m59
m52,m60
m50,m60
m53,m61
m54,m61
m61,m62
m57,m62
m58,m63
m58,m63
m59,m64
m63,m64
m57,m65
m55,m65
m55,m66
m61,m66
m65,m67
m55,m67
m57,m68
m61,m68
m59,m69
m59,m69
m66,m70
m65,m70
m63,m71
m69,m71
m67,m72
m71,m72
m68,m73
m70,m73
m70,m74
m70,m74
m68,m75
m72,m75
m75,m76
m73,m76
m75,m77
m65,m77
m66,m78
m77,m78
m72,m79
m76,m79
m74,m80
m72,m80
m78,m81
m73,m81
m81,m82
m80,m82
m76,m83
m71,m83
m81,m84
m80,m84
m74,m85
m82,m85
m80,m86
m85,m86
m75,m87
m80,m87
m79,m88
m86,m88
m83,m89
m81,m89
m79,m90
m87,m90
m82,m91
m79,m91
m90,m92
m86,m92
m88,m93
m92,m93
m89,m94
m86,m94
m87,m95
m88,m95
m85,m96
m94,m96
m94,m97
m95,m97
m88,m98
m90,m98
m90,m99
m93,m99
m97,m100
m96,m100
m96,m101
m93,m101
m93,m102
m90,m102
m92,m103
m91,m103
m92,m104
m96,m104
m94,m105
m103,m105
m98,m106
m105,m106
m105,m107
m102,m107
m102,m108
m105,m108
m100,m109
m107,m109
m107,m110
m109,m110
m100,m111
m99,m111
m106,m112
m110,m112
m108,m113
m104,m113
m113,m114
m105,m114
m109,m115
m103,m115
m107,m116
m111,m116
m20,o117
m39,o118
m46,o119
m48,o120
m56,o121
m60,o122
m62,o123
m64,o124
m84,o125
m101,o126
m112,o127
m114,o128
m115,o129
m116,o130
