id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
in1,1,0,0,0,0,0,1,1,0,0,0
in2,1,0,0,0,0,0,0,1,0,0,0
in3,1,0,0,0,0,1,0,0,1,0,0
in4,1,0,0,0,0,0,1,1,0,0,0
in5,1,0,0,0,0,0,0,1,0,0,0
in6,1,0,0,0,0,0,1,1,0,0,0
in7,1,0,0,0,0,1,0,1,0,0,0
in8,1,0,0,0,0,1,1,0,0,0,0
in9,1,0,0,0,0,0,1,0,1,0,0
in10,1,0,0,0,0,0,1,1,1,0,0
in11,1,0,0,0,0,0,1,1,0,0,0
in12,1,0,0,0,0,0,0,0,1,0,0
m13,0,0,1,0,0,0,1,0,0,1,10
m14,0,1,0,0,0,1,0,0,1,0,0
m15,0,0,1,0,0,1,0,0,0,1,10
m16,0,0,1,0,0,1,0,1,1,1,10
m17,0,0,1,0,0,1,1,0,1,1,10
m18,0,0,1,0,0,1,0,1,0,1,0
m19,0,1,0,0,0,1,1,0,0,0,0
m20,0,1,0,0,0,0,1,1,1,0,0
m21,0,0,1,0,0,1,1,1,0,1,10
m22,0,1,0,0,0,1,0,0,0,0,0
m23,0,0,1,0,0,0,1,0,1,1,10
m24,0,0,1,0,0,1,0,0,1,1,0
m25,0,0,1,0,0,1,1,0,0,1,10
m26,0,0,1,0,0,1,1,1,1,1,0
m27,0,0,1,0,0,1,0,1,1,1,0
m28,0,0,1,0,0,1,1,1,1,1,10
m29,0,1,0,0,0,1,1,1,1,0,0
m30,0,0,1,0,0,1,1,0,1,1,0
m31,0,1,0,0,0,1,1,0,0,0,0
m32,0,1,0,0,0,1,0,0,1,0,0
m33,0,0,1,0,0,1,0,1,0,1,10
m34,0,0,1,0,0,1,0,1,0,1,0
m35,0,0,1,0,0,1,1,0,0,1,10
m36,0,0,1,0,0,0,1,0,1,1,10
m37,0,0,1,0,0,1,0,1,1,1,0
m38,0,0,1,0,0,0,1,1,0,1,10
m39,0,1,0,0,0,1,0,0,1,0,0
m40,0,0,1,0,0,0,1,1,0,1,0
m41,0,0,1,0,0,1,0,0,0,1,10
m42,0,0,1,0,0,1,1,1,1,1,10
m43,0,0,1,0,0,1,1,0,1,1,10
m44,0,1,0,0,0,0,1,1,0,0,0
m45,0,0,1,0,0,0,1,0,1,1,10
m46,0,1,0,0,0,1,0,0,1,0,0
m47,0,0,1,0,0,1,1,0,0,1,0
m48,0,1,0,0,0,0,1,1,0,0,0
m49,0,1,0,0,0,1,0,0,0,0,0
m50,0,0,1,0,0,1,0,0,0,1,0
m51,0,0,1,0,0,1,0,1,1,1,0
m52,0,0,1,0,0,1,0,1,0,1,0
m53,0,0,1,0,0,1,0,1,0,1,10
m54,0,0,1,0,0,1,0,0,1,1,10
m55,0,0,1,0,0,1,1,1,0,1,10
m56,0,0,1,0,0,1,0,1,1,1,10
m57,0,0,1,0,0,1,0,1,1,1,10
m58,0,0,1,0,0,1,1,0,0,1,0
m59,0,0,1,0,0,1,1,1,0,1,0
m60,0,0,1,0,0,1,1,0,0,1,10
m61,0,1,0,0,0,1,1,0,0,0,0
m62,0,0,1,0,0,1,0,0,0,1,10
m63,0,0,1,0,0,0,1,0,1,1,10
m64,0,0,1,0,0,0,1,0,1,1,10
m65,0,0,1,0,0,1,0,1,1,1,0
m66,0,0,1,0,0,1,1,0,0,1,10
m67,0,0,1,0,0,1,1,1,1,1,0
m68,0,0,1,0,0,1,0,1,0,1,10
m69,0,1,0,0,0,1,0,0,1,0,0
m70,0,0,1,0,0,1,0,1,0,1,0
m71,0,1,0,0,0,1,0,1,0,0,0
m72,0,0,1,0,0,0,1,1,1,1,0
m73,0,0,1,0,0,1,1,0,0,1,0
m74,0,1,0,0,0,1,1,0,1,0,0
m75,0,0,1,0,0,1,1,1,0,1,0
m76,0,0,1,0,0,1,1,1,1,1,0
m77,0,0,1,0,0,1,0,0,0,1,0
m78,0,1,0,0,0,1,0,1,0,0,0
m79,0,0,1,0,0,1,1,1,0,1,10
m80,0,0,1,0,0,1,0,0,0,1,10
m81,0,1,0,0,0,0,1,0,1,0,0
m82,0,1,0,0,0,0,1,1,0,0,0
m83,0,0,1,0,0,1,1,0,0,1,0
m84,0,0,1,0,0,0,1,1,1,1,0
m85,0,0,1,0,0,1,1,1,0,1,0
m86,0,1,0,0,0,1,1,0,0,0,0
m87,0,0,1,0,0,1,1,0,0,1,10
m88,0,0,1,0,0,1,0,1,0,1,0
m89,0,0,1,0,0,1,1,1,1,1,10
m90,0,0,1,0,0,1,1,0,1,1,10
m91,0,0,1,0,0,1,1,1,0,1,0
m92,0,0,1,0,0,0,1,1,0,1,0
m93,0,0,1,0,0,1,1,0,0,1,0
m94,0,0,1,0,0,1,1,0,0,1,10
m95,0,0,1,0,0,1,0,1,1,1,0
m96,0,1,0,0,0,1,0,0,0,0,0
m97,0,1,0,0,0,1,0,0,1,0,0
m98,0,0,1,0,0,1,1,0,0,1,10
m99,0,0,1,0,0,0,1,0,1,1,0
m100,0,0,1,0,0,1,0,1,0,1,10
m101,0,0,1,0,0,1,1,1,0,1,0
m102,0,1,0,0,0,1,0,1,0,0,0
m103,0,0,1,0,0,0,1,0,0,1,0
m104,0,0,1,0,0,1,1,0,1,1,10
m105,0,0,1,0,0,0,1,0,0,1,10
m106,0,0,1,0,0,1,0,0,0,1,10
m107,0,0,1,0,0,1,0,1,0,1,10
m108,0,0,1,0,0,1,1,0,0,1,10
m109,0,1,0,0,0,1,1,0,1,0,0
m110,0,0,1,0,0,1,0,1,1,1,0
m111,0,0,1,0,0,1,0,0,1,1,10
m112,0,0,1,0,0,1,1,0,0,1,0
m113,0,0,1,0,0,1,0,1,1,1,10
m114,0,1,0,0,0,0,1,1,1,0,0
m115,0,1,0,0,0,1,0,1,0,0,0
m116,0,0,1,0,0,1,0,0,0,1,10
o117,0,0,0,1,0,0,0,0,0,0,0
o118,0,0,0,1,0,0,0,0,0,0,0
o119,0,0,0,1,0,0,0,0,0,0,0
o120,0,0,0,1,0,0,0,0,0,0,0
o121,0,0,0,1,0,0,0,0,0,0,0
o122,0,0,0,1,0,0,0,0,0,0,0
o123,0,0,0,1,0,0,0,0,0,0,0
o124,0,0,0,1,0,0,0,0,0,0,0
o125,0,0,0,1,0,0,0,0,0,0,0
o126,0,0,0,1,0,0,0,0,0,0,0
o127,0,0,0,1,0,0,0,0,0,0,0
o128,0,0,0,1,0,0,0,0,0,0,0
o129,0,0,0,1,0,0,0,0,0,0,0
o130,0,0,0,1,0,0,0,0,0,0,0
